"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","M"
13212004700,13212,"47","うばくぼいせき","姥久保遺跡","日野市 新町一丁目","[縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・その他（水田・墓地）","[古墳時代]住居 [平安時代]道路 水田 [中世]掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 [時代不明]掘立柱建物","縄文土器 打斧 石鏃 土師器 須恵器 丸鞆 カワラケ 板碑 陶磁器 石臼 短刀 銅製笄 銭貨 人骨",139.3907818,35.68010143,TRUE
13212005000,13212,"50","さんのううえいせき","山王上遺跡","日野市 多摩平二丁目 多摩平四丁目","[縄文時代][奈良時代][平安時代][中世]","集落","[縄文時代]土壙 集石 ピット 竪穴住居址 [平安時代]掘立柱建物址 溝 竪穴住居址","縄文土器 土師器 須恵器 石鏃 打製石斧 土錘 金属製品 石製品",139.3828498,35.66444457,TRUE
13212005100,13212,"51","","日野市No.51遺跡","日野市 多摩平六丁目","[旧石器時代][縄文時代（早期〜前期・後期）][平安時代][中世]","集落","[旧石器時代]石器ブロック [縄文時代]土坑 ピット [平安時代]竪穴住居址 土坑","石器（尖頭器） 土器 石器 土師器",139.3843692,35.66875754,TRUE
13212005200,13212,"52","しょうにんづか","上人塚","日野市 日野台三丁目","[平安時代][中世]","その他（塚）","※遺跡範囲のすべてが日野市指定史跡上人塚となっています。","須恵器（古代） かわらけ（中世）",139.381142,35.67296907,TRUE
13213000500,13213,"5","","東村山市No.5遺跡","東村山市 多摩湖町一丁目","[縄文時代（中期）][古墳時代][奈良時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器　磁器",139.448643,35.76342426,TRUE
13213000700,13213,"7","ひなたきた","日向北遺跡","東村山市 多摩湖町一丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　[古墳時代]住居","尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錐　敲石　土錘　垂飾　石棒　石剣　紡錘車　耳栓　土偶　剥片　残核　焼獣骨　弥生土器　土師器　須恵器　陶器　磁器",139.4518359,35.76470573,TRUE
13213001700,13213,"17","なかのわり（ひなた）いせき","中の割(日向)遺跡","東村山市 多摩湖町一丁目　 廻田町三丁目　 廻田町四丁目","[旧石器時代][縄文時代（草創期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴住居跡　敷石住居　土坑 集石土坑　配石","ナイフ形石器　尖頭器　釉石刃　剥片　残核　縄文土器　耳栓　土製円盤　ミニチュア土器　打製石斧　磨製石斧　石鏃　楔形石器　石棒　敲石　磨石兼敲石　スクレイパー　石皿　台石　石皿兼台石　剥片　残核　弥生土器　瓦　土師器　須恵器　陶器　磁器　板碑",139.4503939,35.76027619,TRUE
13213001800,13213,"18","","東村山市No.18遺跡","東村山市 諏訪町三丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　磨製石斧　石皿　剥片　弥生土器　土師器　須恵器　陶器",139.4532948,35.76733005,TRUE
13213001900,13213,"19","","東村山市No.19遺跡","東村山市 諏訪町三丁目","[縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器",139.4556294,35.76710719,TRUE
13213002600,13213,"26","とくぞうじ（のぐち）いせき","徳蔵寺(野口)遺跡","東村山市 諏訪町一丁目","[縄文時代（早期・中期〜晩期）][弥生時代（前期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[時代不明]V字溝","縄文土器　打製石斧　石皿　残核　弥生土器　土師器　須恵器　陶器　中世土器　磁器　板碑　石製円盤　木製品",139.4687443,35.77033856,TRUE
13213002900,13213,"29","","東村山市No.29遺跡","東村山市 野口町三丁目","[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　打製石斧　剥片　残核　土師器　須恵器　板碑　陶器　中世土器",139.4540332,35.76269993,TRUE
13213003100,13213,"31","しょうふくじいせき","正福寺遺跡","東村山市 野口町三丁目　 野口町四丁目","[旧石器時代][縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世]","集落","[奈良時代]住居　[平安時代]住居","尖頭器　縄文土器　打製石斧　石鏃　剥片　石皿　敲石　磨石兼敲石　土師器　須恵器　砥石　紡錘車　刀子　鉄鏃　陶器",139.4575007,35.7645943,TRUE
13213003300,13213,"33","べんてんいけきたいせき","弁天池北遺跡","東村山市 野口町四丁目","[縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代][中世]","集落","竪穴建物　土坑　埋設土器　溝状遺構","縄文土器　打製石斧　石皿　剥片　土師器　須恵器　紡錘車　刀子　小刀　角釘　瓦　紡錘車　陶器　磁器　板碑　銭貨",139.4612942,35.76365282,TRUE
13213003600,13213,"36","","東村山市No.36遺跡","東村山市 秋津町三丁目","[縄文時代（前期〜後期）][中世]","包蔵地","","縄文土器　打製石斧　残核　剥片　土師器　中世土器　陶器",139.4784377,35.77417247,TRUE
13213003700,13213,"37","","東村山市No.37遺跡","東村山市 秋津町三丁目　 久米川町一丁目","[縄文時代（早期・中期）][平安時代][中世]","包蔵地","","縄文土器　スクレイパー　楔形石器　敲石　剥片　残核　焼礫　須恵器　陶器",139.4795714,35.77116054,TRUE
13213003800,13213,"38","しもざわいせき","下沢遺跡","東村山市 秋津町三丁目　 秋津町四丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　[平安時代]住居","ナイフ形石器　縄文土器　打製石斧　磨製石斧　石鏃　石皿　砥石　剥片　焼礫　弥生土器　土師器　須恵器　瓦　刀子　鉄鏃　板碑　陶器",139.4823859,35.77665151,TRUE
13213004000,13213,"40","ささづか（あきつはらかた）いせき","笹塚（秋津原方）遺跡","東村山市 秋津町四丁目　 秋津町五丁目","[旧石器時代][縄文時代（早期〜後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　炉穴　土坑　溝","ナイフ形石器　細石刃　尖頭器　剥片　縄文土器　ミニチュア土器　打製石斧　磨製石斧　石鏃　スクレイパー　石匙　石錐　楔形石器　石皿　凹石　敲石　砥石　残核　釣針状石器　石棒　浮子　土器片錘　土製円盤　土師器　須恵器　瓦　陶器　磁器",139.487982,35.77670721,TRUE
13213004500,13213,"45","","東村山市No.45遺跡","東村山市 美住町二丁目","[縄文時代（前期〜中期）][中世]","包蔵地","","縄文土器　石鏃　磨製石斧",139.4642468,35.75423613,TRUE
13213005800,13213,"58","","東村山市No.58遺跡","東村山市 諏訪町三丁目","[縄文時代（前期〜中期）][中世]","包蔵地","","縄文土器　板碑",139.4606076,35.77164778,TRUE
13213006000,13213,"60","","東村山市No.60遺跡","東村山市 廻田町三丁目","[弥生時代（後期）][古墳時代][中世]","包蔵地","","弥生土器　土師器　陶器　板碑",139.4461711,35.75815883,TRUE
13213006300,13213,"63","","東村山市No.63遺跡","東村山市 野口町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　板碑　陶器",139.4552005,35.76384213,TRUE
13213006500,13213,"65","","東村山市No.65遺跡","東村山市 野口町三丁目　 野口町四丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器",139.459178,35.76252478,TRUE
13213006900,13213,"69","","東村山市No.69遺跡","東村山市 廻田町一丁目　 廻田町二丁目","[縄文時代（中期〜後期）][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器　磁器",139.4508771,35.75503176,TRUE
13213007000,13213,"70","","東村山市No.70遺跡","東村山市 美住町二丁目","[縄文時代（後期）][中世]","包蔵地","","縄文土器　陶器",139.4521618,35.75298234,TRUE
13213007100,13213,"71","","東村山市No.71遺跡","東村山市 廻田町一丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][平安時代][中世]","包蔵地","","縄文土器　石鏃　弥生土器　土師器　須恵器　陶器　磁器",139.453349,35.75522679,TRUE
13213007300,13213,"73","","東村山市No.73遺跡","東村山市 廻田町一丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　剥片　陶器",139.4526967,35.75723279,TRUE
13213007400,13213,"74","","東村山市No.74遺跡","東村山市 廻田町一丁目","[縄文時代（草創期・中期・晩期）][古墳時代][平安時代][中世]","包蔵地","","縄文土器　尖頭器　石鏃　剥片　残核　土師器　須恵器　陶器　磁器",139.4555463,35.75661985,TRUE
13213007600,13213,"76","","東村山市No.76遺跡","東村山市 野口町二丁目","[奈良時代][平安時代][中世]","包蔵地","","須恵器　陶器",139.4565907,35.75785807,TRUE
13213007800,13213,"78","","東村山市No.78遺跡","東村山市 野口町二丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　須恵器　中世土器　陶器",139.456728,35.76067192,TRUE
13213008000,13213,"80","","東村山市No.80遺跡","東村山市 野口町二丁目","[縄文時代（中期〜後期）][中世]","包蔵地","","縄文土器　板碑",139.4602986,35.75905606,TRUE
13213008400,13213,"84","","東村山市No.84遺跡","東村山市 野口町一丁目","[古墳時代][平安時代][中世]","包蔵地","","土師器　須恵器　陶器",139.4648648,35.76390355,TRUE
13213008500,13213,"85","","東村山市No.85遺跡","東村山市 野口町四丁目","[中世]","包蔵地","","板碑",139.4643841,35.76666147,TRUE
13213008600,13213,"86","","東村山市No.86遺跡","東村山市 本町一丁目　 美住町二丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　磁器",139.4654827,35.75693867,TRUE
13213008900,13213,"89","","東村山市No.89遺跡","東村山市 諏訪町一丁目　 久米川町四丁目　 久米川町五丁目","[中世]","包蔵地","","板碑　陶器",139.4697743,35.76886217,TRUE
13213009000,13213,"90","くまのじんじゃいせき","熊野神社遺跡","東村山市 久米川町五丁目","[中世]","包蔵地","","陶器　磁器　青銅製鍔口　青銅製香炉　板碑",139.4714682,35.77071841,TRUE
13213009100,13213,"91","","東村山市No.91遺跡","東村山市 久米川町五丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器　板碑",139.4735968,35.77244546,TRUE
13213009200,13213,"92","","東村山市No.92遺跡","東村山市 久米川町四丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器",139.4707601,35.76160901,TRUE
13213009500,13213,"95","","東村山市No.95遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　石錘　石鏃　スクレイパー　土師器　陶器",139.4737341,35.76277908,TRUE
13213009700,13213,"97","","東村山市No.97遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][平安時代][中世]","包蔵地","","縄文土器　須恵器　陶器",139.4735968,35.76478488,TRUE
13213010400,13213,"104","","東村山市No.104遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　瓦　陶器　磁器",139.4764464,35.77102483,TRUE
13213010700,13213,"107","","東村山市No.107遺跡","東村山市 久米川町一丁目　 秋津町三丁目","[縄文時代（中期）][平安時代][中世]","包蔵地","","縄文土器　楔形石器　剥片　土師器　陶器",139.4825919,35.77124768,TRUE
13213010800,13213,"108","","東村山市No.108遺跡","東村山市 秋津町二丁目　 秋津町三丁目","[旧石器時代][縄文時代（中期）][平安時代][中世]","包蔵地","","剥片　縄文土器　打製石斧　敲石　剥片　土師器　陶器",139.4839652,35.77275187,TRUE
13213011200,13213,"112","","東村山市No.112遺跡","東村山市 秋津町二丁目","[縄文時代（草創期・中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","尖頭器　縄文土器　土師器　須恵器　陶器",139.4881194,35.77397749,TRUE
13213011400,13213,"114","","東村山市No.114遺跡","東村山市 秋津町一丁目　 秋津町五丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器",139.4936812,35.77603872,TRUE
13213011600,13213,"116","","東村山市No.116遺跡","東村山市 恩多町四丁目","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器",139.4802701,35.75935239,TRUE
13213011800,13213,"118","","東村山市No.118遺跡","東村山市 久米川町二丁目　 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4811499,35.76230548,TRUE
13213011900,13213,"119","やこうみなみいせき","野行南遺跡","東村山市 久米川町一丁目　 久米川町二丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","集落","[旧石器時代]ブロック　礫群","ナイフ形石器　掻器　削器　ハンマーストーン　剥片　残核　細石刃　焼礫　縄文土器　土師器　須恵器　陶器",139.4827635,35.76548133,TRUE
13213012300,13213,"123","","東村山市No.123遺跡","東村山市 秋津町二丁目","[縄文時代（中期）][平安時代][中世]","包蔵地","","縄文土器　剥片　須恵器　陶器　磁器",139.4886,35.76979916,TRUE
13213013000,13213,"130","","東村山市No.130遺跡","東村山市 栄町一丁目　 恩多町三丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　スクレイパー　剥片　残核　土師器　磁器",139.4783475,35.75372449,TRUE
13213013500,13213,"135","","東村山市No.135遺跡","東村山市 青葉町二丁目","[縄文時代（中期）][平安時代][中世]","包蔵地","","縄文土器　打製石斧　石鏃　剥片　須恵器　カワラケ",139.4875014,35.76419986,TRUE
13213013600,13213,"136","","東村山市No.136遺跡","東村山市 青葉町二丁目","[縄文時代（中期〜後期）][平安時代][中世]","包蔵地","","縄文土器　残核　須恵器　陶器",139.4886687,35.76601062,TRUE
13213013700,13213,"137","","東村山市No.137遺跡","東村山市 恩多町二丁目","[旧石器時代][縄文時代（中期）][中世]","包蔵地","","剥片　縄文土器　剥片　敲石　陶器　磁器",139.4820897,35.75110543,TRUE
13213014800,13213,"148","","東村山市No.148遺跡","東村山市 多摩湖町三丁目","[中世]","包蔵地","","板碑",139.4414311,35.76244706,TRUE
13213014900,13213,"149","しもやけべいせき","下宅部遺跡","東村山市 多摩湖町四丁目","[旧石器時代][縄文時代（草創期〜晩期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴状遺構　焼土　土坑　粘土採掘坑　水場遺構　[古墳時代]住居　[平安時代]土坑　[中世]土坑","ナイフ形石器　尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錘　スクレイパー　石皿　石錐　磨石　凹石　敲石　石棒　残核　剥片　耳栓　垂飾　土偶　土錘　土玉　腕輪状土製器　土笛　ミニチュア土器　土製円盤　粘土焼成塊　木製品　漆製品　繊維製品　獣骨　貝　昆虫　種実　葉　土師器　須恵器　紡錘車　瓦塔　瓦　木製品　刀子　横刀　鉄鍬　鉄斧　陶器　磁器　板碑",139.4509776,35.76626577,TRUE
13213015200,13213,"152","","東村山市No.152遺跡","東村山市 多摩湖町一丁目","[縄文時代（前期〜晩期）][弥生時代（前期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土製円盤　石皿　剥片　残核　打製石斧　礫器　磨石　スクレイパー　台石　弥生土器　土師器　須恵器　陶器",139.449261,35.76478931,TRUE
13213015300,13213,"153","","東村山市No.153遺跡","東村山市 諏訪町三丁目","[中世]","包蔵地","","陶器",139.456316,35.7691686,TRUE
13213015900,13213,"159","","東村山市No.159遺跡","東村山市 恩多町四丁目","[縄文時代（早期・中期）][中世]","包蔵地","","縄文土器　陶器",139.4751203,35.75818226,TRUE
13213016000,13213,"160","","東村山市No.160遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器",139.4758971,35.7623612,TRUE
13214000200,13214,"2","こいがくぼいせき","恋ヶ窪遺跡","国分寺市 西恋ヶ窪一丁目　 東恋ヶ窪一丁目　 東恋ヶ窪三丁目","[旧石器時代][縄文時代（早期・中期〜後期）][奈良時代][平安時代][中世]","集落","[縄文時代]住居　敷石住居　集石　土坑　屋外埋甕　[中世]溝","(縄文)縄文土器　打斧　磨斧　石槍　石鏃　掻器　彫器　石匙　石錐　ピエス・エスキーユ　スタンプ形石器　敲石　砥石　土錘　土製円板　耳飾　硬玉製大珠　器台　(中世)陶器",139.4705243,35.70254176,TRUE
13214000900,13214,"9","ひかげやまいせき","日影山遺跡","国分寺市 泉町二丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]石器集中部 集石 ユニット 礫群 [縄文時代]竪穴住居 [歴史時代]掘立柱建物 柵列 井戸 火葬墓 土壙墓 井戸 道路跡（鎌倉街道） 溝 土坑 集石 特殊遺構","(旧石器時代)尖頭器 ナイフ形石器 スクレイパー 剥片遺物 石核 (縄文時代)土器 打製石斧 (歴史時代)土師質土器 瓦質土器 土器（在地土器） 陶磁器 銭貨 金属製品（刀子） 砥石 板碑 銭貨 鉄製品（鉄釘） 瓦",139.4717981,35.69264697,TRUE
13214001200,13214,"12","でんしょうおうじあと","伝祥応寺跡","国分寺市 西元町四丁目","[中世]","社寺","[中世]礫石建物 土塀","須恵器 陶器（灰釉） 瓦 板碑 鉄製風鐸",139.4673256,35.69180171,TRUE
13214001300,13214,"13","","国分寺市No.13遺跡","国分寺市 西元町四丁目","[中世]","修法壇跡か塚","［中世］塚","素焼土器 陶器（灰釉） 銭貨",139.4789428,35.69559391,TRUE
13214001900,13214,"19","むさしこくぶんじあと","武蔵国分寺跡","国分寺市 東元町二丁目 東元町三丁目 東元町四丁目 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 泉町一丁目 泉町二丁目 泉町三丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [奈良時代][平安時代]住居 掘立柱建物 道路 溝 [中世]門 土坑 地下式横穴","縄文土器 陶磁器 土製品 石製品 鉄製品 青銅製品 瓦 <U+587C>",139.4662512,35.6985094,TRUE
13214002200,13214,"22","こいがくぼはいじあと","恋ヶ窪廃寺跡","国分寺市 泉町三丁目","[縄文時代][平安時代][中世]","社寺","[平安時代][中世]礎石建物 掘立柱建物 土坑 溝 火葬墓 土壙墓","土師器 須恵器 陶器（灰釉） 瓦 板碑 宝筐印塔 銭貨 人骨",139.4853228,35.69644562,TRUE
13215000300,13215,"3","なかみねしたいせき","中峰下遺跡","国立市 谷保","[奈良時代][平安時代][中世][近世]","包蔵地","[奈良時代][平安時代]敷石遺構 土坑","主な出土品",139.4362997,35.68335206,TRUE
13215000500,13215,"5","かりやうえにしいせき","仮屋上西遺跡","国立市 谷保","[旧石器時代][縄文時代（中期）][平安時代][中世]","集落","[奈良時代]住居跡 溝状遺構 [平安時代]住居跡 土坑 ピット","土師器 須恵器 陶器 須恵器質陶器 刀子 紡錘車 古銭(隆平永寶) 風字硯",139.4417242,35.6828501,TRUE
13215000600,13215,"6","かりやうえいせき","仮屋上遺跡","国立市 谷保 富士見台二丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","集落","[平安時代]住居跡 土坑 配石 溝状遺構 柱穴 [中世]地下式土坑","縄文土器 石鏃 土師器 須恵器 砥石 鉄製品 紡錘車 土錘 円面硯 瓦",139.4435438,35.68276644,TRUE
13215001300,13215,"13","なんようじいせき","南養寺遺跡","国立市 谷保","[縄文時代（早期〜後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 敷石住居 集石 土坑 ピット [平安時代]住居 土坑 石組遺構 [近世]土坑 井戸 溝状遺構","縄文土器 打斧 磨斧 石鏃 掻器 石匙 石錘 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 土錘 土製円板 石棒 土偶 土師器 須恵器 刀子 羽口 瓦 鉄滓 陶磁器 板碑 銭貨",139.4324542,35.68022068,TRUE
13215001500,13215,"15","じょうやまいせき","城山遺跡","国立市 谷保","[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世]","包蔵地","[中世][近世]石組粘土敷土坑 集礫遺構 土坑 ピット 道状遺構","縄文土器 打斧 石皿 土師器 須恵器 瓦 須恵器系土師質土器 陶器 磁器 かわらけ 石臼 砥石 スラグ 石製品",139.436334,35.67944785,TRUE
13215001700,13215,"17","（でん．つのとのさぶろうやかたあと）みたじょうあと","（伝．津戸三郎館跡）三田城跡","国立市 谷保","[中世]","城館","[中世]井戸 空堀 曲輪 土塁","陶器",139.4378103,35.6791132,TRUE
13215002000,13215,"20","せきいものあと","関鋳物址","国立市 谷保","[中世][近世]","その他（鋳物工房跡）","[中世]周溝 [近世]土坑 [近世]建物址 焼土址 井戸址 溝状遺構 建物址 柱穴","板碑 陶磁器類 銅製品 鉄製品 銭貨 瓦 砥石 石臼 鋳型 鋳型関連遺物 羽口 小型坩堝 スラグ 土製品 鉄滓",139.4455799,35.67939799,TRUE
13215002100,13215,"21","ばいりんいせき","梅林遺跡","国立市 谷保","[縄文時代（中期）][奈良時代][平安時代][中世][近世]","包蔵地","[中世]溝状遺構","縄文土器 石斧 土師器 須恵器 鋳型 坩堝 三又状土製品 羽口 陶磁器",139.4453291,35.67894587,TRUE
13215002200,13215,"22","しもやぼいせき","下谷保遺跡","国立市 谷保","[縄文時代（早期・中期）][古墳時代][平安時代][中世]","集落","[縄文時代]住居 竪穴状遺構 集石 土坑 [古墳時代]住居 土坑","縄文土器 打斧 局部磨製石斧 礫器 石槍 石鏃 掻器 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 砥石 土師器 須恵器 管玉 陶磁器",139.4485839,35.6773761,TRUE
13218001800,13218,"18","","福生市№18遺跡","福生市 熊川","[中世]","包蔵地","[中世]溝状遺構","板碑",139.335625,35.72550959,TRUE
13218001900,13218,"19","","福生市№19遺跡","福生市 熊川","[中世]","その他","","銭貨4,909枚",139.3336337,35.72132872,TRUE
13219001900,13219,"19","いずみいせき","和泉遺跡","狛江市 和泉本町一丁目","[縄文時代][古墳時代][中世]","集落","[古墳時代]住居 [時代不明]竪穴状遺構 土坑 地下式土坑","縄文土器 土師器 須恵器",139.576985,35.63739759,TRUE
13219003600,13219,"36","てらまえひがしいせき","寺前東遺跡","狛江市 東和泉一丁目 東和泉二丁目 猪方一丁目","[縄文時代（早期〜前期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [平安時代]住居 [時代不明]掘立柱建物 土坑 溝状遺構","縄文土器 打斧 石鏃 石皿 磨石 弥生土器 土師器 須恵器 陶器 カワラケ 釘 銭貨",139.5796233,35.62964658,TRUE
13219004000,13219,"40","たなか・てらまえいせき","田中・寺前遺跡","狛江市 東和泉一丁目 東和泉二丁目 元和泉一丁目 元和泉二丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石土坑 [古墳時代][奈良時代]住居 [近世]井戸 [時代不明]掘立柱建物 周溝状遺構","縄文土器 打斧 土師器 須恵器 陶磁器",139.5750064,35.63116728,TRUE
13219004201,13219,"42-1","べんてんいけいせき","弁財天池遺跡","狛江市 中和泉一丁目","[旧石器時代][縄文時代（中期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代][古墳時代]方形周溝墓 [古墳時代][奈良時代]住居 [奈良時代][平安時代]掘立柱建物 [中世][近世]土坑","ナイフ形石器 尖頭器 細石刃 縄文土器 打斧 石鏃 石皿 土製円板 石棒 弥生土器 槍先形鉄製品 鉄釧 銅釧 土師器 須恵器 紡錘車 銀製穂積具",139.575899,35.63310663,TRUE
13219004401,13219,"44-1","だぐらづかこふん","駄倉塚古墳","狛江市 中和泉一丁目","[縄文時代（中期）][古墳時代][中世][近世]","包蔵地・古墳","円墳","円筒埴輪",139.5778903,35.63406932,TRUE
13219004600,13219,"46","ひがしづかこふん","東塚古墳","狛江市 中和泉一丁目","[古墳時代]［中世］","古墳","円墳 [古墳時代]周溝 葺石","円筒埴輪",139.5767058,35.63531102,TRUE
13219005000,13219,"50","きょうづかいせき","経塚遺跡","狛江市 中和泉一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]［中世］[近世]","集落","[縄文時代][古墳時代]住居 [奈良時代][平安時代]住居 [中世][近世]ビット群","縄文土器 石鏃 土師器 須恵器 鉄製品 陶器 カワラケ",139.574354,35.63372052,TRUE
13219005100,13219,"51","きょうづかこふん","経塚古墳","狛江市 中和泉一丁目","[古墳時代][中世]","古墳","円墳 [古墳時代]周溝 葺石 石棺","打斧 埴輪 蔵骨器 板碑 陶磁器",139.5748851,35.63350064,TRUE
13219006500,13219,"65","いりうえいせき","圦上遺跡","狛江市 中和泉三丁目 中和泉四丁目","[縄文時代（中期〜晩期）][弥生時代][古墳時代][奈良時代][中世]","集落","[縄文時代]住居 [古墳時代]住居 [奈良時代]住居 [中世]地下式土坑","縄文土器 打斧 石鏃 石匙 石錐 凹石 耳飾 土製勾玉 石剣 岩版 土偶 弥生土器 土師器 須恵器 銭貨 陶磁器",139.5672118,35.63463074,TRUE
13219006800,13219,"68","ぎょくせんじまえいせき","玉泉寺前遺跡","狛江市 東和泉四丁目","[中世][近世]","包蔵地・その他の墓・その他（溝）","[中世][近世]土","",139.5732031,35.62731646,TRUE
13220001400,13220,"14","めぐりだやついせき","廻田谷ツ遺跡","東大和市 湖畔一丁目","[縄文時代][平安時代][中世]","包蔵地","[時代不明]土坑","縄文土器　土師器　須恵器　施釉陶器　鉄製品　瓦",139.4302824,35.75859028,TRUE
13220002400,13220,"24","たまこだい10いせき","多摩湖第10遺跡","東大和市 多摩湖二丁目","[縄文時代（前期〜中期）][平安時代][中世][近世]","包蔵地","[近世]炭窯","縄文土器　瓦　板碑",139.4261282,35.76549931,TRUE
13221004700,13221,"47","","清瀬市No.47遺跡","清瀬市 中里四丁目","[中世]","城館？","[中世]方形土塁","鎧　太刀金具　弓",139.5160119,35.78551202,TRUE
13221005800,13221,"58","きよとしたじゅくいせき","清戸下宿遺跡","清瀬市 下宿二丁目　 下宿三丁目","[縄文時代（前期〜中期）][平安時代][中世]","集落","[平安時代]住居　[中世]竪穴　配石　井戸","縄文土器　石鏃　土師器　須恵器　陶器　カワラケ　擂鉢　石臼　板碑　五輪塔　銭貨(永楽通宝・聖宋元宝）",139.5397281,35.79912996,TRUE
13221006200,13221,"62","したじゅくこわしみずいせき","下宿強清水遺跡","清瀬市 旭ヶ丘六丁目　 下宿三丁目","[旧石器時代][縄文時代（早期〜中期・晩期）][中世]","集落・城館？","[旧石器時代]礫群　[縄文時代]住居　炉穴　土坑　[中世]溝","ナイフ形石器　尖頭器　石刃　掻器　彫器　錐　石核　縄文土器　石鏃　石皿",139.5468006,35.80226953,TRUE
13221006400,13221,"64","おつかさまいせき","お塚様遺跡","清瀬市 上清戸二丁目","[中世]","塚","","",139.522844,35.78180779,TRUE
13221007700,13221,"77","したじゅくうちやまいせき","下宿内山遺跡","清瀬市 下宿三丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]竪穴状遺構　集石　土坑　[弥生時代]住居　[奈良時代][平安時代]住居　ピット群　[中世]掘立柱建物　井戸　地下式土坑　[近世]竪穴状遺構　土坑　集石　農道　河道","尖頭器　剥片　縄文土器　土師器　須恵器　鉄製品　陶磁器　板碑　木製品",139.5415821,35.80458062,TRUE
