"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","N"
13209098000,13209,"980","","町田市No.980遺跡","町田市 木曽東一丁目","[奈良時代][平安時代]","包蔵地","","土師器　須恵器　陶磁器",139.4270392,35.55991975,TRUE
13209098100,13209,"981","","町田市No.981遺跡","町田市 木曽西四丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　陶磁器",139.4192161,35.56829738,TRUE
13209098500,13209,"985","","町田市No.985遺跡","町田市 矢部町　根岸町","[縄文時代（中期～後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　陶磁器　土製品",139.401741,35.57826911,TRUE
13209098600,13209,"986","もりのごちょうめいせき","森野５丁目遺跡","町田市 森野五丁目","[縄文時代][奈良時代][平安時代]","集落","[平安時代]住居","縄文土器　土師器　須恵器　灰釉陶器　鉄製品",139.4348326,35.55061867,TRUE
13209098700,13209,"987","","町田市No.987遺跡","町田市 本町田","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4445461,35.56546514,TRUE
13209098800,13209,"988","","町田市No.988遺跡","町田市 旭町三丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　石器　土師器　須恵器",139.4457846,35.5579088,TRUE
13209099200,13209,"992","","町田市No.992遺跡","町田市 金井町","[縄文時代][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器",139.4727103,35.57667449,TRUE
13209099300,13209,"993","","町田市No.993遺跡","町田市 森野六丁目","[縄文時代（前期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4316054,35.55011588,TRUE
13209099500,13209,"995","","町田市No.995遺跡","町田市 南大谷","[弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","弥生土器　土師器　須恵器　陶磁器",139.4612777,35.55193025,TRUE
13209099600,13209,"996","","町田市No.996遺跡","町田市 南大谷　西成瀬三丁目","[縄文時代（早期～前期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　石器　土師器　須恵器　陶磁器",139.4665992,35.55131573,TRUE
13209099700,13209,"997","","町田市No.997遺跡","町田市 成瀬五丁目　成瀬六丁目","[縄文時代][弥生時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器",139.4811956,35.53792757,TRUE
13209099800,13209,"998","","町田市No.998遺跡","町田市 高ヶ坂七丁目","[縄文時代（早期～前期・後期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器",139.4602372,35.53874486,TRUE
13209099900,13209,"999","","町田市No.999遺跡","町田市 鶴間三丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器　陶磁器",139.468486,35.51003394,TRUE
13209100000,13209,"1000","","町田市No.1000遺跡","町田市 鶴間","[縄文時代（中期～後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.4706489,35.50575794,TRUE
13209100100,13209,"1001","","町田市No.1001遺跡","町田市 小川","[縄文時代][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4741234,35.51794666,TRUE
13209100200,13209,"1002","","町田市No.1002遺跡","町田市 金森五丁目　金森六丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器　須恵器　灰釉陶器　陶磁器",139.4568566,35.52181902,TRUE
13209100300,13209,"1003","","町田市No.1003遺跡","町田市 金森六丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器　須恵器",139.4609421,35.52343968,TRUE
13209100400,13209,"1004","","町田市No.1004遺跡","町田市 金森五丁目　鶴間","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　灰釉陶器　陶磁器　古銭",139.4613884,35.5210925,TRUE
13209100500,13209,"1005","","町田市No.1005遺跡","町田市 鶴間","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器　須恵器　古銭",139.4653274,35.52090456,TRUE
13209100600,13209,"1006","","町田市No.1006遺跡","町田市 相原町","[古墳時代][奈良時代]","包蔵地","","土師器",139.3142713,35.60620382,TRUE
13209100800,13209,"1008","","町田市No.1008遺跡","町田市 三輪町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4935362,35.56420792,TRUE
13211000200,13211,"2","はっしょういせき","八小遺跡","小平市 鈴木町一丁目","[奈良時代][平安時代]","集落","[奈良時代～平安時代]住居 市指定史跡－小平市八小遺跡（昭56.1.1)","土師器 砥石 瓦",139.5019469,35.71951839,TRUE
13212000100,13212,"1","ななつづかいせき","七ツ塚遺跡","日野市 新町四丁目 新町五丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][奈良時代][中世]","集落","[縄文時代]住居 集石 土坑 溝","縄文土器 石鏃 石錘 石棒 弥生土器 土師器 須恵器 陶器",139.3793835,35.68263916,TRUE
13212000200,13212,"2","ななつづかこふんぐん","七ツ塚古墳群","日野市 新町五丁目","[古墳時代]［奈良時代］","古墳","市指定史跡 指定名称：七ツ塚古墳群 指定年月日：昭和36年10月1日 所有者：日野市教育委員会他 円墳[古墳時代]横穴式石室","鉄鏃 刀子 埴輪 管玉 勾玉 直刀",139.3779072,35.68152369,TRUE
13212000500,13212,"5","しんめいうえきたいせき","神明上北遺跡","日野市 日野本町二丁目 神明日野","[縄文時代（中期～後期）][奈良時代][平安時代][中世]","集落","[縄文時代]住居 集石 土坑 [平安時代]住居 土坑 [中世]溝","縄文土器 石斧 石鏃 石匙 石皿 石棒 土師器 須恵器 陶器（灰釉） 刀子 鉄鏃 紡錘車 帯金具",139.4005028,35.6742356,TRUE
13212000600,13212,"6","しんめいうえいせき","神明上遺跡","日野市 神明一丁目 神明二丁目 神明三丁目 神明四丁目 大坂上三丁目 大坂上四丁目 多摩平七丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","住居 掘建柱建物跡 土坑 集石 溝","石器 縄文土器 土師器 須恵器ほか",139.3932299,35.67174888,TRUE
13212000700,13212,"7","","日野市No.7遺跡","日野市 日野本町二丁目","[奈良時代][平安時代]","横穴墓","","",139.3956963,35.67685718,TRUE
13212000800,13212,"8","さかにしおうけつぼぐん","坂西横穴墓群","日野市 大坂上一丁目","[奈良時代][平安時代]","横穴墓","※遺跡範囲のすべてが東京都指定史跡坂西横穴墓群となっています。","土師器 須恵器 編物片 人骨",139.3915421,35.67459816,TRUE
13212001000,13212,"10","やのうえおうけつぼぐん","谷ノ上横穴墓群","日野市 神明一丁目","[古墳時代][奈良時代]","横穴墓","","須恵器 刀子 鉄鏃 人骨 木炭",139.3974185,35.66886216,TRUE
13212001100,13212,"11","ぼんてんやまおうけつぼぐん","梵天山横穴墓群","日野市 神明一丁目 神明二丁目","[古墳時代][奈良時代]","横穴墓","","土師器 須恵器 鉄鏃 刀子 直刀 鉄滓 人骨 銭貨",139.3936762,35.6680533,TRUE
13212001300,13212,"13","","日野市No.13遺跡","日野市 大坂上一丁目 大坂上二丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器 土師器",139.3902031,35.67769384,TRUE
13212001400,13212,"14","みなみひろまぢいせき","南広間地遺跡","日野市 万願寺","[縄文時代（後期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居 土坑 [中世]溝","縄文土器 打斧 磨斧 石鏃 石皿 磨石 凹石 土師器 須恵器 木製鋤柄 銭貨",139.4106364,35.67173494,TRUE
13212001800,13212,"18","ふきあげいせき","吹上遺跡","日野市 東豊田三丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","","",139.3894416,35.665114,TRUE
13212002000,13212,"20","","日野市No.20遺跡","日野市 東豊田一丁目 東豊田二丁目","[奈良時代][平安時代][中世]","集落","[奈良時代][平安時代]住居 溝","土師器 須恵器 銭貨",139.3884116,35.66212941,TRUE
13212002200,13212,"22","ひらやまいせき","平山遺跡","日野市 東平山二丁目 西平山 豊田","[旧石器時代][縄文時代（早期・中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落・古墳・墳墓","[旧石器時代]ユニット、[縄文時代]竪穴建物跡、集石、土坑、炉穴、[弥生時代]竪穴建物跡、方形周溝墓、[古墳時代]竪穴建物跡、古墳、[奈良～平安時代]掘立柱建物跡、柵列（ピット）、[中世]地下式土坑","[旧石器]石器、[縄文]土器、石器、[弥生]土器、[古墳]土師器、須恵器、鉄製刀子、人骨、[平安]土師器、[中世]銭貨、鉄製品",139.3756535,35.65123057,TRUE
13212003200,13212,"32","ほりきりやといせき","ホリキリ谷戸遺跡","日野市 程久保四丁目","[縄文時代][古墳時代][奈良時代][平安時代]","包蔵地","2基 [縄文時代]集石 [奈良時代][平安時代]竪穴遺構","縄文土器 石器 土師器 須恵器",139.4046184,35.6450841,TRUE
13212003800,13212,"38","おちかわ・いちのみやいせき","落川・一の宮遺跡","日野市 落川","[縄文時代（晩期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居 土坑 [奈良時代]住居 掘立柱建物 土坑 溝 [古墳時代]?～[近世]水田 [奈良時代]～[中世]石敷遺構 [平安時代]住居 掘立柱建物 土坑 溝 粘土採掘坑 [中世]掘立柱建物 竪穴状遺構 地下炉 土坑 溝 道路 流路 [近世]礎石建物 畑 溝 墓壙","縄文土器 打斧 石鏃 弥生土器 土師器 須恵器 管玉 子持勾玉 勾玉 金環 石製模造品 砥石 刀子 鎚 釘 鉄鏃 石製・鉄製紡錘車 鉄錘 土錘 鉄鈴 門金具 陶硯 馬具 鍔 飾金具 墨書土器 磨石 石製・青銅製帯飾 馬歯 陶磁器 カワラケ 舶載陶磁器 瓦 板碑 銭貨 木杯 木蓋 くし 木杭",139.4368986,35.65469381,TRUE
13212004500,13212,"45","","日野市No.45遺跡","日野市 東平山一丁目","[古墳時代]［奈良時代］","古墳","[古墳時代]横穴式石室","鉄鏃 刀子 勾玉 直刀 馬具",139.377944,35.65060839,TRUE
13212004600,13212,"46","よつやまえいせき","四ツ谷前遺跡","日野市 栄町一丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・社寺","[奈良時代][平安時代]住居 土坑 道路 [平安時代]溝 [中世][近世]井戸 土坑 溝 水田 掘込炉 配石遺構 地下式土壙 [中世]土壙 火葬址 道路","縄文土器 打斧 土師器 須恵器 灰釉陶器 陶磁器 鉄鏃 刀子 紡錘車 風字硯 丸鞆 瓦塔 板碑 鉦鼓 銭貨 人骨 牛馬骨",139.3943917,35.68237897,TRUE
13212004700,13212,"47","うばくぼいせき","姥久保遺跡","日野市 新町一丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・その他（水田・墓地）","[古墳時代]住居 [平安時代]道路 水田 [中世]掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 [時代不明]掘立柱建物","縄文土器 打斧 石鏃 土師器 須恵器 丸鞆 カワラケ 板碑 陶磁器 石臼 短刀 銅製笄 銭貨 人骨",139.3907818,35.68010143,TRUE
13212005000,13212,"50","さんのううえいせき","山王上遺跡","日野市 多摩平二丁目 多摩平四丁目","[縄文時代][奈良時代][平安時代][中世]","集落","[縄文時代]土壙 集石 ピット 竪穴住居址 [平安時代]掘立柱建物址 溝 竪穴住居址","縄文土器 土師器 須恵器 石鏃 打製石斧 土錘 金属製品 石製品",139.3828498,35.66444457,TRUE
13212005300,13212,"53","ひらやまだい２ごうおうけつぼ","平山台２号横穴墓","日野市 旭が丘一丁目","[奈良時代][平安時代]","横穴墓","横穴墓","人骨",139.3759871,35.65696887,TRUE
13213000200,13213,"2","やけべやまいせき","宅部山遺跡","東村山市 多摩湖町四丁目","[縄文時代（中期）][奈良時代]","包蔵地・その他（瓦塔）","[奈良時代]瓦塔基壇","縄文土器　石器　瓦塔",139.4478513,35.76620791,TRUE
13213000300,13213,"3","","東村山市No.3遺跡","東村山市 多摩湖町二丁目","[奈良時代]","包蔵地","","土師器　須恵器",139.4462054,35.76300638,TRUE
13213000500,13213,"5","","東村山市No.5遺跡","東村山市 多摩湖町一丁目","[縄文時代（中期）][古墳時代][奈良時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器　磁器",139.448643,35.76342426,TRUE
13213000700,13213,"7","ひなたきた","日向北遺跡","東村山市 多摩湖町一丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　[古墳時代]住居","尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錐　敲石　土錘　垂飾　石棒　石剣　紡錘車　耳栓　土偶　剥片　残核　焼獣骨　弥生土器　土師器　須恵器　陶器　磁器",139.4518359,35.76470573,TRUE
13213001700,13213,"17","なかのわり（ひなた）いせき","中の割(日向)遺跡","東村山市 多摩湖町一丁目　 廻田町三丁目　 廻田町四丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴住居跡　敷石住居　土坑 集石土坑　配石","ナイフ形石器　尖頭器　釉石刃　剥片　残核　縄文土器　耳栓　土製円盤　ミニチュア土器　打製石斧　磨製石斧　石鏃　楔形石器　石棒　敲石　磨石兼敲石　スクレイパー　石皿　台石　石皿兼台石　剥片　残核　弥生土器　瓦　土師器　須恵器　陶器　磁器　板碑",139.4503939,35.76027619,TRUE
13213001800,13213,"18","","東村山市No.18遺跡","東村山市 諏訪町三丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　磨製石斧　石皿　剥片　弥生土器　土師器　須恵器　陶器",139.4532948,35.76733005,TRUE
13213001900,13213,"19","","東村山市No.19遺跡","東村山市 諏訪町三丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器",139.4556294,35.76710719,TRUE
13213002100,13213,"21","","東村山市No.21遺跡","東村山市 諏訪町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　瓦",139.4608136,35.76953073,TRUE
13213002200,13213,"22","","東村山市No.22遺跡","東村山市 野口町四丁目　 諏訪町二丁目","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　打製石斧　敲石　土師器",139.4635039,35.76815206,TRUE
13213002600,13213,"26","とくぞうじ（のぐち）いせき","徳蔵寺(野口)遺跡","東村山市 諏訪町一丁目","[縄文時代（早期・中期～晩期）][弥生時代（前期～中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[時代不明]V字溝","縄文土器　打製石斧　石皿　残核　弥生土器　土師器　須恵器　陶器　中世土器　磁器　板碑　石製円盤　木製品",139.4687443,35.77033856,TRUE
13213002700,13213,"27","","東村山市No.27遺跡","東村山市 野口町三丁目","[縄文時代（中期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　打製石斧　敲石　剥片　弥生土器　土師器　須恵器",139.4547198,35.76473359,TRUE
13213002800,13213,"28","かじやついせき","鍛冶谷ッ遺跡","東村山市 野口町三丁目","[縄文時代（中期～晩期）][弥生時代（前期～後期）][古墳時代][奈良時代]［平安時代］","包蔵地","","縄文土器　剥片　弥生土器　土師器　須恵器",139.4555438,35.76621006,TRUE
13213002900,13213,"29","","東村山市No.29遺跡","東村山市 野口町三丁目","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　打製石斧　剥片　残核　土師器　須恵器　板碑　陶器　中世土器",139.4540332,35.76269993,TRUE
13213003000,13213,"30","","東村山市No.30遺跡","東村山市 野口町三丁目","[旧石器時代][縄文時代（中期～後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　残核　土師器　須恵器",139.4558871,35.76445501,TRUE
13213003100,13213,"31","しょうふくじいせき","正福寺遺跡","東村山市 野口町三丁目　 野口町四丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世]","集落","[奈良時代]住居　[平安時代]住居","尖頭器　縄文土器　打製石斧　石鏃　剥片　石皿　敲石　磨石兼敲石　土師器　須恵器　砥石　紡錘車　刀子　鉄鏃　陶器",139.4575007,35.7645943,TRUE
13213003300,13213,"33","べんてんいけきたいせき","弁天池北遺跡","東村山市 野口町四丁目","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","竪穴建物　土坑　埋設土器　溝状遺構","縄文土器　打製石斧　石皿　剥片　土師器　須恵器　紡錘車　刀子　小刀　角釘　瓦　紡錘車　陶器　磁器　板碑　銭貨",139.4612942,35.76365282,TRUE
13213003800,13213,"38","しもざわいせき","下沢遺跡","東村山市 秋津町三丁目　 秋津町四丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　[平安時代]住居","ナイフ形石器　縄文土器　打製石斧　磨製石斧　石鏃　石皿　砥石　剥片　焼礫　弥生土器　土師器　須恵器　瓦　刀子　鉄鏃　板碑　陶器",139.4823859,35.77665151,TRUE
13213004000,13213,"40","ささづか（あきつはらかた）いせき","笹塚（秋津原方）遺跡","東村山市 秋津町四丁目　 秋津町五丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　炉穴　土坑　溝","ナイフ形石器　細石刃　尖頭器　剥片　縄文土器　ミニチュア土器　打製石斧　磨製石斧　石鏃　スクレイパー　石匙　石錐　楔形石器　石皿　凹石　敲石　砥石　残核　釣針状石器　石棒　浮子　土器片錘　土製円盤　土師器　須恵器　瓦　陶器　磁器",139.487982,35.77670721,TRUE
13213004100,13213,"41","あきつじんじゃいせき","秋津神社遺跡","東村山市 秋津町五丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4921362,35.7785734,TRUE
13213005500,13213,"55","","東村山市No.55遺跡","東村山市 多摩湖町一丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器　須恵器",139.4511836,35.76317353,TRUE
13213005700,13213,"57","","東村山市No.57遺跡","東村山市 野口町四丁目","[縄文時代（中期）][奈良時代]","包蔵地","","縄文土器　土師器　須恵器",139.4594403,35.7667729,TRUE
13213006100,13213,"61","","東村山市No.61遺跡","東村山市 廻田町三丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器",139.4470294,35.75723943,TRUE
13213006300,13213,"63","","東村山市No.63遺跡","東村山市 野口町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　板碑　陶器",139.4552005,35.76384213,TRUE
13213006600,13213,"66","","東村山市No.66遺跡","東村山市 富士見町四丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　須恵器",139.4478839,35.75212879,TRUE
13213007500,13213,"75","","東村山市No.75遺跡","東村山市 廻田町四丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器　須恵器",139.4530375,35.75852101,TRUE
13213007600,13213,"76","","東村山市No.76遺跡","東村山市 野口町二丁目","[奈良時代][平安時代][中世]","包蔵地","","須恵器　陶器",139.4565907,35.75785807,TRUE
13213007700,13213,"77","","東村山市No.77遺跡","東村山市 野口町二丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　弥生土器　土師器　須恵器",139.45714,35.75911178,TRUE
13213007800,13213,"78","","東村山市No.78遺跡","東村山市 野口町二丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　須恵器　中世土器　陶器",139.456728,35.76067192,TRUE
13213008700,13213,"87","","東村山市No.87遺跡","東村山市 本町一丁目　 本町三丁目","[奈良時代][平安時代]","包蔵地","","須恵器",139.468484,35.75379753,TRUE
13213009500,13213,"95","","東村山市No.95遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　石錘　石鏃　スクレイパー　土師器　陶器",139.4737341,35.76277908,TRUE
13213009600,13213,"96","","東村山市No.96遺跡","東村山市 久米川町四丁目","[奈良時代][平安時代]","包蔵地","","須恵器",139.4718931,35.76598277,TRUE
13213009900,13213,"99","","東村山市No.99遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　石匙　剥片　土師器",139.4740775,35.76606634,TRUE
13213010000,13213,"100","","東村山市No.100遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　須恵器",139.4747984,35.76531418,TRUE
13213010400,13213,"104","","東村山市No.104遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　瓦　陶器　磁器",139.4764464,35.77102483,TRUE
13213010600,13213,"106","","東村山市No.106遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　土師器　須恵器",139.4815276,35.76921418,TRUE
13213011100,13213,"111","","東村山市No.111遺跡","東村山市 秋津町四丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4853385,35.77539807,TRUE
13213011200,13213,"112","","東村山市No.112遺跡","東村山市 秋津町二丁目","[縄文時代（草創期・中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","尖頭器　縄文土器　土師器　須恵器　陶器",139.4881194,35.77397749,TRUE
13213011600,13213,"116","","東村山市No.116遺跡","東村山市 恩多町四丁目","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器",139.4802701,35.75935239,TRUE
13213011800,13213,"118","","東村山市No.118遺跡","東村山市 久米川町二丁目　 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4811499,35.76230548,TRUE
13213011900,13213,"119","やこうみなみいせき","野行南遺跡","東村山市 久米川町一丁目　 久米川町二丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","集落","[旧石器時代]ブロック　礫群","ナイフ形石器　掻器　削器　ハンマーストーン　剥片　残核　細石刃　焼礫　縄文土器　土師器　須恵器　陶器",139.4827635,35.76548133,TRUE
13213012500,13213,"125","","東村山市No.125遺跡","東村山市 秋津町一丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代]","包蔵地","","縄文土器　弥生土器　土師器",139.4917243,35.77225047,TRUE
13213013000,13213,"130","","東村山市No.130遺跡","東村山市 栄町一丁目　 恩多町三丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　スクレイパー　剥片　残核　土師器　磁器",139.4783475,35.75372449,TRUE
13213014200,13213,"142","","東村山市No.142遺跡","東村山市 恩多町五丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.4848578,35.75561907,TRUE
13213014900,13213,"149","しもやけべいせき","下宅部遺跡","東村山市 多摩湖町四丁目","[旧石器時代][縄文時代（草創期～晩期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴状遺構　焼土　土坑　粘土採掘坑　水場遺構　[古墳時代]住居　[平安時代]土坑　[中世]土坑","ナイフ形石器　尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錘　スクレイパー　石皿　石錐　磨石　凹石　敲石　石棒　残核　剥片　耳栓　垂飾　土偶　土錘　土玉　腕輪状土製器　土笛　ミニチュア土器　土製円盤　粘土焼成塊　木製品　漆製品　繊維製品　獣骨　貝　昆虫　種実　葉　土師器　須恵器　紡錘車　瓦塔　瓦　木製品　刀子　横刀　鉄鍬　鉄斧　陶器　磁器　板碑",139.4509776,35.76626577,TRUE
13213015200,13213,"152","","東村山市No.152遺跡","東村山市 多摩湖町一丁目","[縄文時代（前期～晩期）][弥生時代（前期～中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土製円盤　石皿　剥片　残核　打製石斧　礫器　磨石　スクレイパー　台石　弥生土器　土師器　須恵器　陶器",139.449261,35.76478931,TRUE
13213015500,13213,"155","","東村山市No.155遺跡","東村山市 諏訪町二丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","[奈良時代][平安時代]東山道武蔵路","縄文土器　土師器　須恵器",139.4652767,35.77273414,TRUE
13213015700,13213,"157","","東村山市No.157遺跡","東村山市 本町二丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","[奈良時代][平安時代]東山道武蔵路","縄文土器　土師器　須恵器　銭貨",139.4662282,35.76252835,TRUE
13213015800,13213,"158","","東村山市No.158遺跡","東村山市 本町一丁目","[奈良時代][平安時代]","包蔵地","","須恵器",139.4671994,35.75287089,TRUE
13213016600,13213,"166","","東村山市No.166遺跡","東村山市 多摩湖町四丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.4505313,35.76843863,TRUE
13214000200,13214,"2","こいがくぼいせき","恋ヶ窪遺跡","国分寺市 西恋ヶ窪一丁目　 東恋ヶ窪一丁目　 東恋ヶ窪三丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世]","集落","[縄文時代]住居　敷石住居　集石　土坑　屋外埋甕　[中世]溝","(縄文)縄文土器　打斧　磨斧　石槍　石鏃　掻器　彫器　石匙　石錐　ピエス・エスキーユ　スタンプ形石器　敲石　砥石　土錘　土製円板　耳飾　硬玉製大珠　器台　(中世)陶器",139.4705243,35.70254176,TRUE
13214000500,13214,"5","はねざわいせき","羽根沢遺跡","国分寺市 東恋ヶ窪一丁目、三丁目","[縄文時代（早期・中期）][奈良時代][平安時代]","集落","[縄文時代]住居　敷石住居　集石　土坑　埋甕　[古代]井戸","縄文土器　打斧　磨斧　石鏃　石匙　石皿　磨石　土製円板　耳飾",139.4739233,35.70318815,TRUE
13214000700,13214,"7","たまらんざかいせき","多摩蘭坂遺跡","国分寺市 内藤一丁目 内藤二丁目","[旧石器時代][縄文時代][奈良時代]","集落","[旧石器時代]ユニット礫群","(旧石器時代)ナイフ形石器 尖頭器 角錐状石器 掻器 彫器 打斧 礫器 敲石 (奈良時代)銭貨 須恵器",139.4577268,35.69368698,TRUE
13214000900,13214,"9","ひかげやまいせき","日影山遺跡","国分寺市 泉町二丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]石器集中部 集石 ユニット 礫群 [縄文時代]竪穴住居 [歴史時代]掘立柱建物 柵列 井戸 火葬墓 土壙墓 井戸 道路跡（鎌倉街道） 溝 土坑 集石 特殊遺構","(旧石器時代)尖頭器 ナイフ形石器 スクレイパー 剥片遺物 石核 (縄文時代)土器 打製石斧 (歴史時代)土師質土器 瓦質土器 土器（在地土器） 陶磁器 銭貨 金属製品（刀子） 砥石 板碑 銭貨 鉄製品（鉄釘） 瓦",139.4717981,35.69264697,TRUE
