"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","E"
13201089000,13201,"890","たまにゅーたうんNo.796いせき","多摩ニュータウンNo.796遺跡","八王子市 堀之内","[縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　敷石住居　集石　集石土坑　炉　焼土　土坑　配石　[古墳時代]住居　[奈良時代]住居　竪穴状遺構　[平安時代]住居　土坑　[中世]建物　竪穴状遺構　ピット　集石　井戸　土坑　水田　墓壙　版築面　溝　道路状遺構　[近世]焼土　炭窯　墓壙","尖頭器　剥片　縄文土器　石器　土製品　硬玉製大珠　土師器　須恵器　刀子　土錘　陶磁器　舶載陶磁器　砥石　石臼　板碑　銭貨",139.3981791,35.6286722,TRUE
13201089100,13201,"891","たまにゅーたうんNo.797いせき","多摩ニュータウンNo.797遺跡","八王子市 堀之内","[縄文時代（中期）][近世]","包蔵地","","縄文土器",139.3990645,35.62808912,TRUE
13201089300,13201,"893","たまにゅーたうんNo.800いせき","多摩ニュータウンNo.800遺跡","八王子市 越野","[縄文時代][奈良時代][平安時代][中世][近世]","集落","[平安時代]住居　土坑　[中世][近世]土坑","縄文土器　土師器　須恵器　陶磁器",139.387546,35.62991828,TRUE
13201089400,13201,"894","たまにゅーたうんNo.801いせき","多摩ニュータウンNo.801遺跡","八王子市 越野","[縄文時代（前期）][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]集石　[平安時代][中世]溝　[近世]溝","縄文土器　打斧　礫器　石皿　磨石　土師器　須恵器　陶器（緑釉）　土製紡錘車　陶磁器　舶載陶磁器　銭貨　漆器",139.3852457,35.62915088,TRUE
13201089500,13201,"895","たまにゅーたうんNo.802いせき","多摩ニュータウンNo.802遺跡","八王子市 下柚木","[縄文時代（前期～後期）][古墳時代][奈良時代][中世][近世]","集落","[縄文時代]土坑　[奈良時代][平安時代]住居　ピット　溝　[近世]水路","縄文土器　石器　土師器　須恵器　土師質土器　陶器（灰釉）　陶磁器　鉄製品　紡錘車",139.3829515,35.62601114,TRUE
13201089600,13201,"896","たまにゅーたうんNo.803いせき","多摩ニュータウンNo.803遺跡","八王子市 下柚木","[縄文時代（前期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[古墳時代]土坑","縄文土器　礫器　石鏃　弥生土器　土師器　須恵器　陶器（灰釉・緑釉）　陶磁器",139.3808973,35.62532685,TRUE
13201089800,13201,"898","たまにゅーたうんNo.805いせき","多摩ニュータウンNo.805遺跡","八王子市 上柚木","[縄文時代（早期～前期）][奈良時代][平安時代][近世]","包蔵地","[近世]集石　井戸","縄文土器　石器　土師器　陶器　石臼　鉄製品　手鏡　木製品　銭貨",139.3750022,35.62069633,TRUE
13201089900,13201,"899","たまにゅーたうんNo.806いせき","多摩ニュータウンNo.806遺跡","八王子市 上柚木","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]土坑　[近世]建物　ピット　土坑　井戸　溝","台形石器　礫器　石核　剥片　縄文土器　有舌尖頭器　土師器　須恵器　土師質土器　陶磁器　砥石",139.3740058,35.62090469,TRUE
13201090000,13201,"900","たまにゅーたうんNo.807いせき","多摩ニュータウンNo.807遺跡","八王子市 下柚木","[縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3740431,35.62248683,TRUE
13201090100,13201,"901","たまにゅーたうんNo.808いせき","多摩ニュータウンNo.808遺跡","八王子市 上柚木","[縄文時代（前期～中期）][近世]","包蔵地","","縄文土器　陶磁器",139.3702271,35.62004048,TRUE
13201090200,13201,"902","たまにゅーたうんNo.809いせき","多摩ニュータウンNo.809遺跡","八王子市 上柚木","[縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","[縄文時代]焼土　土坑　[古墳時代]土坑　[奈良時代][平安時代]土坑　[近世]炭窯　溝","縄文土器　石器　土師器　須恵器　陶磁器　炭化物",139.3700211,35.6191474,TRUE
13201090400,13201,"904","たまにゅーたうんNo.811いせき","多摩ニュータウンNo.811遺跡","八王子市 上柚木","[縄文時代（早期～前期）][近世]","包蔵地","[縄]集石　焼土　土坑　[近]土坑　炭窯　溝","縄文土器　石器　陶磁器",139.3713086,35.61662161,TRUE
13201090500,13201,"905","たまにゅーたうんNo.812いせき","多摩ニュータウンNo.812遺跡","八王子市 上柚木","[縄文時代（早期～前期）][古墳時代][平安時代][近世]","包蔵地","[縄文時代]土坑　[古墳時代]土坑　[平安時代]土坑","縄文土器　打斧　礫器　石鏃　磨石　土師器　陶磁器",139.371243,35.61529664,TRUE
13201090600,13201,"906","たまにゅーたうんNo.813いせき","多摩ニュータウンNo.813遺跡","八王子市 上柚木","[旧石器時代][縄文時代（早期～前期）][平安時代][近世]","包蔵地","[縄文時代]焼土　土坑　[平安時代]焼土　[近世]土坑　炭窯　溝","尖頭器　打斧　縄文土器　石器　土師器",139.3707223,35.61403385,TRUE
13201090700,13201,"907","たまにゅーたうんNo.814いせき","多摩ニュータウンNo.814遺跡","八王子市 上柚木","[縄文時代（早期～前期）][古墳時代][平安時代][中世][近世]","集落","[古墳時代]土坑　[平安時代]住居　土坑　[近世]炭窯　[時代不明]焼土","縄文土器　石器　土師器　石臼",139.3694203,35.61410968,TRUE
13201091100,13201,"911","たまにゅーたうんNo.818いせき","多摩ニュータウンNo.818遺跡","八王子市 南大沢","[縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石　炉穴　焼土　土坑　[古墳時代]土坑　[奈良時代][平安時代]住居　焼土　ピット　土坑　溝　[近世]土坑　井戸　炭窯　溝","縄文土器　石器　弥生土器　土師器　須恵器　陶器（灰釉）　置き竈　瓦　鉄滓　炭化物　陶磁器　土師質土器　舶載陶磁器　鉄釘　砥石　銭貨",139.3696577,35.6080752,TRUE
13201091500,13201,"915","たまにゅーたうんNo.827いせき","多摩ニュータウンNo.827遺跡","八王子市 上柚木","[縄文時代（前期～中期）][近世]","包蔵地","","縄文土器　陶磁器",139.3661957,35.61781393,TRUE
13201091600,13201,"916","たまにゅーたうんNo.828いせき","多摩ニュータウンNo.828遺跡","八王子市 上柚木","[縄文時代（中期）][中世][近世]","包蔵地","","縄文土器　陶磁器",139.3638777,35.61805799,TRUE
13201091700,13201,"917","たまにゅーたうんNo.829いせき","多摩ニュータウンNo.829遺跡","八王子市 鑓水","[縄文時代（前期）][奈良時代][平安時代][中世][近世]","包蔵地","","縄文土器",139.3638928,35.61280285,TRUE
13201092000,13201,"920","たまにゅーたうんNo.832いせき","多摩ニュータウンNo.832遺跡","八王子市 鑓水","[平安時代][中世][近世]","包蔵地","[平安時代]集石","須恵器　陶磁器",139.3595615,35.61155805,TRUE
13201092100,13201,"921","たまにゅーたうんNo.833いせき","多摩ニュータウンNo.833遺跡","八王子市 鑓水","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]土坑　[古墳時代]住居　[奈良時代][平安時代]土坑　[平安時代]住居　焼土　[近世]溝","縄文土器　打斧　礫器　土師器　須恵器　陶器（灰釉）　紡錘車　瓦",139.3599476,35.60670083,TRUE
13201092200,13201,"922","たまにゅーたうんNo.834いせき","多摩ニュータウンNo.834遺跡","八王子市 別所","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[古墳時代]土坑　[時代不明]溝状遺構","縄文土器　土師器　須恵器　陶器（灰釉）　陶磁器",139.3980037,35.62150024,TRUE
13201092400,13201,"924","たまにゅーたうんNo.836いせき","多摩ニュータウンNo.836遺跡","八王子市 鑓水","［旧石器時代］[縄文時代（早期～中期）]［平安時代］［中世］［近世］","集落","","焼礫",139.3444812,35.61242181,TRUE
13201092700,13201,"927","たまにゅーたうんNo.839・840いせき","多摩ニュータウンNo.839・840遺跡","八王子市 鑓水","［旧石器時代］[縄文時代][平安時代][近世]","集落","[縄文時代]集石　[奈良時代][平安時代]住居　窯体　ピット　土坑　[近世]炭窯","縄文土器　石器　土師器　須恵器　陶器（灰釉・緑釉）　鉄滓　焼礫　磨斧　鉄製品　羽口",139.3503318,35.60958743,TRUE
13201092900,13201,"929","たまにゅーたうんNo.841いせき","多摩ニュータウンNo.841遺跡","八王子市 鑓水","[縄文時代（前期～中期）][奈良時代][平安時代][近世]","集落","[縄文時代]集石　土坑　[奈良時代][平安時代]掘立柱建物　土坑　[近世]土坑","縄文土器　打斧　石鏃　焼礫　土師器　陶器（灰釉）",139.3536708,35.61173924,TRUE
13201093000,13201,"930","たまにゅーたうんNo.842いせき","多摩ニュータウンNo.842遺跡","八王子市 鑓水","[縄文時代（前期）][奈良時代][平安時代][近世]","包蔵地","[縄文時代]土坑　[奈良時代][平安時代]土坑　[近世]土坑","縄文土器　土師器",139.3548797,35.61053701,TRUE
13201093500,13201,"935","たまにゅーたうんNo.847いせき","多摩ニュータウンNo.847遺跡","八王子市 鑓水","[縄文時代（早期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　炉　焼土　土坑　[奈良時代][平安時代]住居　土坑　[中世][近世]溝","縄文土器　土師器　須恵器　瓦",139.3584602,35.60577991,TRUE
13201093600,13201,"936","たまにゅーたうんNo.848いせき","多摩ニュータウンNo.848遺跡","八王子市 鑓水","[縄文時代（早期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　ホウロク　燈明皿",139.3582359,35.61249828,TRUE
13201093700,13201,"937","たまにゅーたうんNo.849いせき","多摩ニュータウンNo.849遺跡","八王子市 鑓水","[縄文時代（早期）][奈良時代][平安時代][中世][近世]","包蔵地","","縄文土器　土師器　ホウロク　燈明皿",139.3586562,35.61332864,TRUE
13201094000,13201,"940","たまにゅーたうんNo.886いせき","多摩ニュータウンNo.886遺跡","八王子市 東中野","[縄文時代（早期～前期）]［平安時代］［中世］［近世］","包蔵地","","",139.3995326,35.63748474,TRUE
13201094400,13201,"944","たまにゅーたうんNo.890いせき","多摩ニュータウンNo.890遺跡","八王子市 堀之内","[縄文時代（早期）][奈良時代][平安時代][近世]","包蔵地","[近世]炭窯　[時代不明]土坑","縄文土器　石器　須恵器",139.3981454,35.63558097,TRUE
13201095200,13201,"952","たまにゅーたうんNo.898いせき","多摩ニュータウンNo.898遺跡","八王子市 堀之内","[縄文時代（早期～中期）][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]集石　土坑　[奈良時代][平安時代]土坑　[時代不明]土坑","縄文土器　石器　土師器　須恵器　陶磁器",139.3964969,35.63083486,TRUE
13201095300,13201,"953","たまにゅーたうんNo.899いせき","多摩ニュータウンNo.899遺跡","八王子市 堀之内","[縄文時代][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]土坑　[奈良時代][平安時代]土坑","縄文土器　陶磁器",139.3957514,35.63040527,TRUE
13201095400,13201,"954","たまにゅーたうんNo.900いせき","多摩ニュータウンNo.900遺跡","八王子市 越野","[縄文時代（前期～中期）][平安時代][中世][近世]","包蔵地","[中世]集石　土坑　[時代不明]焼土","縄文土器　打斧　土師器　陶磁器",139.3951334,35.63023918,TRUE
13201095500,13201,"955","たまにゅーたうんNo.901いせき","多摩ニュータウンNo.901遺跡","八王子市 越野　堀之内","[縄文時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石　土坑　[奈良時代][平安時代]住居　土坑　[中世][近世]炭窯　溝　道路状遺構　墓壙","縄文土器　土師器　須恵器　陶磁器",139.3939574,35.63084279,TRUE
13201095600,13201,"956","たまにゅーたうんNo.902いせき","多摩ニュータウンNo.902遺跡","八王子市 越野","[縄文時代（前期～中期）][近世]","包蔵地","[縄文時代]土坑　[中世][近世]溝　神社祠","縄文土器　打斧　陶磁器　釘　銭貨",139.3930391,35.63051823,TRUE
13201095800,13201,"958","あらい・いのはなやまいせき","荒井・猪鼻山遺跡","八王子市 裏高尾町","[縄文時代（早期～後期）][平安時代][中世][近世]","包蔵地","","縄文土器　石皿　磨石　土師器",139.2587696,35.63999309,TRUE
13201096000,13201,"960","","八王子市No.960遺跡","八王子市 戸吹町","[縄文時代（早期・中期）][平安時代][近世]","包蔵地","","縄文土器　磨斧　須恵器　陶磁器",139.28,35.71151636,TRUE
13201096200,13201,"962","","八王子市No.962遺跡","八王子市 戸吹町","[縄文時代（中期～後期）][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.2841199,35.71185088,TRUE
13201096700,13201,"967","あかねいせき","赤根遺跡","八王子市 美山町","[縄文時代（早期～後期）][平安時代][近世]","集落","[縄文時代]住居　土坑　集石土坑　集石　埋設土器　焼土跡　[平安]住居　土坑　ピット　[近世]墓　土坑","縄文土器　石器　土製品　土偶　土師器　須恵器　灰釉陶器　石製品　鉄製品　銭貨　金属製品",139.2552208,35.681524,TRUE
13201096800,13201,"968","","八王子市No.968遺跡","八王子市 川口町　 犬目町","[縄文時代（中期～後期）][古墳時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3062987,35.68975028,TRUE
13201097100,13201,"971","","八王子市No.971遺跡","八王子市 滝山町","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3440603,35.68844456,TRUE
13201097200,13201,"972","","八王子市No.972遺跡","八王子市 上恩方町","[縄文時代（早期・中期）][近世]","包蔵地","","縄文土器　剥片　陶磁器",139.3528803,35.66921217,TRUE
13201097300,13201,"973","","八王子市No.973遺跡","八王子市 元八王子町二丁目","[古墳時代][奈良時代][平安時代?][近世]","包蔵地","[時代不明]曲輪","土師器　須恵器　ヤリガンナ　陶磁器",139.2707674,35.67677518,TRUE
13201097400,13201,"974","","八王子市No.974遺跡","八王子市 西寺方町","[縄文時代（中期）][近世]","包蔵地","","縄文土器　陶磁器",139.2773936,35.66832443,TRUE
13201097500,13201,"975","","八王子市No.975遺跡","八王子市 弍分方町　 川町","[縄文時代（前期～後期）][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.2792132,35.67532495,TRUE
13201097600,13201,"976","","八王子市No.976遺跡","八王子市 元八王子町　 弍分方町","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","[縄文時代]土坑　[近世]ピット　土坑　畝状遺構　帯状硬化面　[時代不明]曲輪","縄文土器　石鏃　磨石　剥片　土師器　須恵器　陶磁器　鉄製品",139.2869502,35.66817484,TRUE
13201097700,13201,"977","","八王子市No.977遺跡","八王子市 横川","[平安時代][近世]","包蔵地","","土師器　須恵器　陶磁器",139.2960054,35.66660591,TRUE
13201097900,13201,"979","","八王子市No.979遺跡","八王子市 元八王子町三丁目","[縄文時代（中期）][平安時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.2739239,35.65411049,TRUE
13201098000,13201,"980","","八王子市No.980遺跡","八王子市 散田町四丁目","[縄文時代（中期）][平安時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.3088828,35.65258313,TRUE
13201098100,13201,"981","","八王子市No.981遺跡","八王子市 台町三丁目","[縄文時代（中期）][平安時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.3144189,35.65429182,TRUE
13201098200,13201,"982","","八王子市No.982遺跡","八王子市 高倉町　 大和田町","[縄文時代（中期）][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3592502,35.66197123,TRUE
13201098400,13201,"984","","八王子市No.984遺跡","八王子市 緑町　山田町","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.319405,35.64513361,TRUE
13201098500,13201,"985","","八王子市No.985遺跡","八王子市 小比企町","[縄文時代（早期～後期）][弥生時代][古墳時代][平安時代][中世][近世]","包蔵地","","縄文土器　弥生土器　土師器　陶磁器",139.3218958,35.64291454,TRUE
13201098600,13201,"986","","八王子市No.986遺跡","八王子市 小比企町","[縄文時代（中期）][古墳時代][奈良時代][平安時代?][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.3274233,35.64464436,TRUE
13201098700,13201,"987","","八王子市No.987遺跡","八王子市 緑町","[縄文時代（前期・中期）][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3364621,35.64597037,TRUE
13201099400,13201,"994","","八王子市No.994遺跡","八王子市 東中野","[縄文時代（早期～中期）][平安時代][近世]","包蔵地・その他（炭窯）","[縄文時代]集石　土坑　石組状遺構　[近世]ピット群　溝　炭焼窯","縄文土器　石器　土師器　須恵器　陶磁器　鉄製品　鉄滓",139.399794,35.63826763,TRUE
13201099500,13201,"995","","八王子市No.995遺跡","八王子市 館町","[縄文時代（早期～中期）][奈良時代][平安時代][中世][近世]","包蔵地","土坑","縄文土器　石器",139.2905482,35.63536574,TRUE
13201099600,13201,"996","","八王子市No.996遺跡","八王子市 館町","[縄文時代（前期～後期）][古墳時代][近世]","包蔵地","","縄文土器　土師器　剥片",139.2970713,35.63581219,TRUE
13201099700,13201,"997","たてまちりゅうけんじうらやまちくいせき","館町龍見寺裏山地区遺跡","八王子市 館町","[縄文時代（早期～後期）][古墳時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石土坑　[中世]経塚","縄文土器　石鏃　石核　剥片　土師器　経筒　陶磁器",139.295904,35.63190566,TRUE
13201099800,13201,"998","","八王子市No.998遺跡","八王子市 館町","[縄文時代（中期）][古墳時代][平安時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.2993716,35.63134757,TRUE
13201100100,13201,"1001","","八王子市No.1001遺跡","八王子市 堀之内","[古墳時代][奈良時代][平安時代?][近世]","包蔵地","","土師器　陶磁器",139.3864308,35.63574394,TRUE
13201100300,13201,"1003","","八王子市No.1003遺跡","八王子市 下柚木","[縄文時代][平安時代][中世][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3792639,35.63085376,TRUE
13201100500,13201,"1005","","八王子市No.1005遺跡","八王子市 下柚木　 上柚木","[縄文時代（早期）][近世]","包蔵地","","縄文土器　陶磁器",139.3747492,35.62520283,TRUE
13201100700,13201,"1007","","八王子市No.1007遺跡","八王子市 東中野","[縄文時代（早期）][古墳時代][平安時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.4101938,35.63212799,TRUE
13201100800,13201,"1008","こしのいせき","越野遺跡","八王子市 堀之内","[縄文時代（早期・中期）]［中世］［近世］","集落","[縄文時代]住居　土坑　[時代不明]溝状遺構","縄文土器　打斧",139.3876289,35.63260934,TRUE
13201102000,13201,"1020","","八王子市No.1020遺跡","八王子市 長房町","[縄文時代（早期～中期）]［平安時代］[弥生時代][近世]","集落","","縄文土器　弥生土器",139.2817829,35.65038631,TRUE
13201102400,13201,"1024","こんぴらさんいせき","金比羅山遺跡","八王子市 高尾町　 初沢町","[中世][近世]","城館","[時代不明]竪堀?　曲輪?","",139.277078,35.64015076,TRUE
13201102700,13201,"1027","みょうおうしたいせき","明王下遺跡","八王子市 丹木町三丁目","[縄文時代][奈良時代][平安時代][中世][近世]","集落","陥穴土坑　[平安時代]住居址　土坑　[中世]井戸　道路　段切り　階段状遺構　[近世]室状遺構","縄文土器　石器　須恵器　土師器　灰釉　陶器　緑釉陶器　鉄製品　鉄滓　鞴の羽口　陶磁器",139.3231997,35.69498989,TRUE
13201102800,13201,"1028","けんしゅくあんあと","堅叔庵跡","八王子市 長房町","[近世]","社寺","礎石建物跡　井戸　石塔台座　集石土杭","陶磁器　古銭",139.2847929,35.64937099,TRUE
13201102900,13201,"1029","","八王子市No.1029遺跡","八王子市 宮下町","[縄文時代（早期～前期）][中世][近世]","包蔵地","[縄文時代]住居跡　土杭　[中世][近世]溝","縄文土器　石器",139.3038459,35.70325947,TRUE
13201103000,13201,"1030","よしはらいせき","吉原遺跡","八王子市 宮下町","[縄文時代（早期～中期）][奈良時代][中世][近世]","包蔵地","[縄文時代]土坑　集石遺構","縄文土器　石器　須恵器　陶磁器　青磁　白磁",139.3154674,35.69875679,TRUE
13201103100,13201,"1031","","八王子市No.1031遺跡","八王子市 川町","[縄文時代（中期）][近世]","包蔵地","","",139.2740741,35.67041067,TRUE
13201103300,13201,"1033","","八王子市No.1033遺跡","八王子市 大塚","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","集落","","",139.4254235,35.63849199,TRUE
13202001400,13202,"14","おおわだいせき","大和田遺跡","立川市 柴崎町四丁目 錦町五丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 集石 土坑 [奈良時代][平安時代]住居 土坑 溝","尖頭器 礫器 縄文土器 打斧 磨斧 石皿 磨石 スタンプ形石器 土師器 須恵器 陶磁器 銭貨",139.4089033,35.69072429,TRUE
13202001700,13202,"17","たちかわしやかたあと","立川氏館跡","立川市 柴崎町四丁目","[中世][近世]","包蔵地・城館","[中世][近世]土塁 堀 礎石建物 掘立柱建物 地下式横穴 井戸 溝 土坑","陶磁器 板碑 古銭 経石 瓦",139.4023111,35.69080339,TRUE
13202001900,13202,"19","だいのしたいせき","台の下遺跡","立川市 富士見町三丁目","[縄文時代][奈良時代][平安時代][中世][近世]","集落","[平安時代]住居 土坑 [近世]水路 [時代不明]柱穴 溝状遺構","縄文土器 土師器 須恵器 陶磁器 緑釉陶器 灰釉陶器 鉄製品",139.3898832,35.69630088,TRUE
13202002000,13202,"20","しもおおわだいせき","下大和田遺跡","立川市 柴崎町三丁目 柴崎町四丁目 錦町二丁目 錦町五丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","集落","[旧石器時代]礫群 [縄文時代]土坑 ピット 埋甕 [奈良時代][平安時代]住居 掘立柱建物 土坑 ピット 溝状遺構 他","縄文土器 石器 土師器 須恵器 灰釉陶器 陶磁器 鉄製品",139.4104825,35.6913935,TRUE
13204000100,13204,"1","あいしーゆーこうないいせきぐん","ICU構内遺跡群","三鷹市 大沢三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　土坑　配石","石器　縄文土器　石器　土製円板　耳栓　土偶　土師器　陶磁器",139.5281783,35.6866886,TRUE
13204000200,13204,"2","のがわこうえんいせき","野川公園遺跡","三鷹市 大沢三丁目","[旧石器時代][縄文時代（中期）][近世]","包蔵地","","縄文土器　陶磁器",139.5294654,35.68325278,TRUE
13204000500,13204,"5","さかしたいせき","坂下遺跡","三鷹市 大沢六丁目","[縄文時代（中期）][近世]","包蔵地","","縄文土器　石器　陶磁器",139.5272323,35.68011585,TRUE
13204000600,13204,"6","でやまいせき","出山遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　集石　集石土坑　炉穴　土坑　溝状遺構","石器　縄文土器　石器　土師器　須恵器　カワラケ　陶磁器",139.5331371,35.67883908,TRUE
13204000800,13204,"8","あいそううらいせき","相曽浦遺跡","三鷹市 大沢二丁目","[縄文時代（前期～中期）][近世]","包蔵地","集石　配石　溝状遺構","縄文土器　石器　陶磁器",139.5311942,35.67851858,TRUE
13204001200,13204,"12","てんもんだいこうないいせき","天文台構内遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット　礫群　性格不明遺構　[縄文時代]住居　集石　集石土坑　土坑　[時代不明]ピット","石器　縄文土器　石器　土師器　陶磁器",139.5359284,35.67582296,TRUE
13204001400,13204,"14","ふるはちまんいせき","古八幡遺跡","三鷹市 大沢二丁目　 大沢五丁目","[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]集石","石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材",139.5358014,35.67239775,TRUE
13204001600,13204,"16","しみずばしいせき","清水橋遺跡","三鷹市 大沢四丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　石器　須恵器　カワラケ　陶磁器(灰釉・青磁）",139.5407272,35.66787721,TRUE
13204001800,13204,"18","はらいせき","原遺跡","三鷹市 大沢一丁目","[旧石器時代][縄文時代（草創期～中期）][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　集石　集石土坑　溝状遺構　[時代不明]ピット","石器　縄文土器　石器　土製円板　人形状土製品　陶磁器　銭貨",139.5407709,35.67571175,TRUE
13204002000,13204,"20","はねざわだいいせき","羽根沢台遺跡","三鷹市 大沢一丁目　 大沢四丁目","[旧石器時代][縄文時代（早期～中期）][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]集石　集石土坑　炉穴　[時代不明]土坑　ピット　溝状遺構","ナイフ形石器　斧形石器　敲石　台石　礫　縄文土器　打斧　磨斧　石皿　磨石　スタンプ形石器　けつ状耳飾　陶磁器　銭貨",139.5404034,35.66997304,TRUE
13204002200,13204,"22","おとうざかおうけつぼぐん","御塔坂横穴墓群","三鷹市 大沢四丁目","[古墳時代][奈良時代][近世]","横穴墓","","土師器　須恵器　人骨　陶器",139.5434357,35.66708379,TRUE
13204002300,13204,"23","ながくぼいせき","長久保遺跡","三鷹市 新川六丁目","[旧石器時代][縄文時代（早期・中期）][近世]","包蔵地","[旧石器時代]ユニット　[縄文時代]土坑　[近世]土坑　ピット　地下室　溝　[時代不明]皿鉢状遺構","石器　縄文土器　石器　陶磁器　ガラス製品",139.5651184,35.68168289,TRUE
13204002400,13204,"24","ながしまいせき","長嶋遺跡","三鷹市 新川三丁目　 新川六丁目","[旧石器時代][縄文時代（早期・中期～後期）][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]集石　炉穴　陥し穴　[時代不明]ピット　溝状遺構","石器　縄文土器　陶磁器　石製品　銭貨　人骨",139.5677619,35.67933557,TRUE
13204002500,13204,"25","みなみだいいせき","南台遺跡","三鷹市 新川六丁目","[縄文時代（前期～中期）][平安時代][近世]","包蔵地","","縄文土器　須恵器　磁器",139.5652209,35.67565823,TRUE
13204002600,13204,"26","まるいけいせき","丸池遺跡","三鷹市 新川二丁目 新川三丁目 新川五丁目","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット [縄文時代]住居 集石土坑 配石 [時代不明]土坑 溝状遺構","石器 縄文土器 石器 土師器 須恵器 カワラケ",139.5718234,35.67743606,TRUE
13204002700,13204,"27","しまやしきいせき","島屋敷遺跡","三鷹市 新川四丁目 新川五丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]集石 陥し穴 [時代不明]掘立柱建物 ピット 柱穴 地下室 井戸 水田 溝状遺構","石器 縄文土器 石器 土師器 須恵器 板碑 陶磁器 瓦 石製品 金属製品 木製品",139.5714801,35.67469486,TRUE
13204002800,13204,"28","しもはらびーいせき","下原B遺跡","三鷹市 大沢五丁目 大沢六丁目","[旧石器時代][縄文時代（前期～後期）][中世][近世]","集落・その他の墓","墓形態：L字型 [旧石器時代]礫群 焼土遺構 [縄文時代]住居跡 集石土坑 焼土跡 陥し穴 [中世]地下式坑 土坑 [時代不明]溝状遺構 ピット 皿鉢状遺構","ナイフ形石器 スクレイパー 縄文土器 石器 土器 陶磁器類",139.5313421,35.67334676,TRUE
13204002900,13204,"29","てんじんやまいせき","天神山遺跡","三鷹市 新川二丁目","[縄文時代（早期・中期）][近世]","包蔵地","[近世]墓 [時代不明]ピット 土坑 溝状遺構","縄文土器 陶磁器 カワラケ 鉄製品 人骨 銭貨",139.5761149,35.67545595,TRUE
