"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","P"
13209075800,13209,"758","おやまだいせきぐんNo.23いせき","小山田遺跡群No.23遺跡","町田市 下小山田町　 小山田桜台一丁目","[旧石器時代][縄文時代（早期～前期）][奈良時代][平安時代]","集落","[縄文時代]土坑　配石　[奈良時代][平安時代]住居　[近世]炭焼窯","縄文土器　石器　土製品　土師器　須恵器",139.406777,35.58842288,TRUE
13209078400,13209,"784","さかいいせき","堺遺跡","町田市 相原町","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]土坑　[平安時代]住居　土坑","ナイフ形石器　剥片　縄文土器　石器　土師器　須恵器　灰釉陶器　土製品　鉄器　瓦",139.3386728,35.60646099,TRUE
13209079800,13209,"798","ほうせいだいがくたまこうちいせきぐんえーちく","法政大学多摩校地遺跡群A地区","町田市 相原町","[旧石器時代][縄文時代（前期）][平安時代][近世]","集落","[旧石器時代]ユニット　[縄文時代]住居　集石　土坑　陥穴　[平安時代]住居　焼土　土坑　溝　[近世]炭焼窯","ナイフ形石器　彫器　石核　剥片　縄文土器　石器　土師器　須恵器　砥石　刀子　紡錘車鈴（鉄製・銅製）　硯　石帯　板碑　古銭",139.2989395,35.61454951,TRUE
13209079900,13209,"799","ほうせいだいがくたまこうちいせきぐんしーちく","法政大学多摩校地遺跡群C地区","町田市 相原町","[旧石器時代][縄文時代（早期～晩期）][平安時代][中世][近世]","包蔵地","[縄文時代]集石　炉　焼土　土坑　炭化物集中　[平安時代]住居　焼土　土坑　[近世][現]土坑 溝","ナイフ形石器　彫刻刀形石器　縄文土器　石鏃　石槍　掻器　石匙　石錐　楔形石器　石皿　磨石　敲石　石核　剥片　土製品　弥生土器　土師器　須恵器　緑釉陶器　灰釉陶器　鉄製品　石器　陶磁器　石製品　銅製品",139.3012741,35.61226081,TRUE
13209080100,13209,"801","むさしおかおねちくいせき","武蔵岡尾根地区遺跡","町田市 相原町","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代]","集落","[旧石器時代]礫群　[縄文時代]住居　石組炉　集石　炉穴　焼土　土坑","尖頭器　縄文土器　石器　土製品　土師器　須恵器",139.3036774,35.60868808,TRUE
13209080300,13209,"803","あいはらさかしたいせき","相原坂下遺跡","町田市 相原町　小山町","[旧石器時代][縄文時代（中期・後期）][古墳時代][奈良時代][平安時代]","集落","[旧石器時代]礫群　[縄文時代]住居　焼土　土坑　配石　[古墳時代]住居　集石　土坑","ナイフ形石器　尖頭器　縄文土器　石器　土師器　須恵器",139.3438215,35.60385118,TRUE
13209082600,13209,"826","きそちゅうがっこう　ただおえー-2ちくいせき","木曽中学校　忠生A－2区遺跡","町田市 木曽町　根岸町　木曽西一丁目　木曽西二丁目","[旧石器時代][縄文時代（中期～後期）][奈良時代][平安時代][中世]","集落","[旧石器時代]ブロック　礫群　[縄文時代]住居　集石　土坑　[平安時代]住居　掘立柱建物　土坑　溝　[中世]地下式土坑　井戸他","尖頭器　細石刃　ナイフ形石器　縄文土器　石器　土師器　須恵器　土師質土器　瓦　鉄製品　陶器",139.4138602,35.5685466,TRUE
13209084200,13209,"842","ひがしたまがわがくえんいせき・みなみおおやいせき","東玉川学園遺跡・南大谷遺跡","町田市 南大谷　 西成瀬三丁目　 東玉川学園三丁目","[旧石器時代][縄文時代（前期～中期）][弥生時代][古墳時代]","集落","[縄文時代]住居　集石　土坑　[弥生時代][古墳時代]住居　[時代不明]竪穴状遺構","尖頭器　縄文土器　石器　土製品　土師器",139.4674918,35.5529358,TRUE
13209084800,13209,"848","しんこうじひろばかまいせきぐんNo.9ちてん（ひかげやまいせき）","真光寺・広袴遺跡群No.9地点(日影山遺跡)","町田市 真光寺一丁目","[旧石器時代][縄文時代（草創期・中期）][平安時代][近世]","集落","[縄文時代]住居　竪穴状遺構　集石土坑　炉穴　土坑　ピット群　溝　[平安時代]ピット列　土坑　墓壙　[平安時代]～[中世]焼土　道路状遺構　[近世]ピット　土坑　溝　墓壙","ナイフ形石器　細石刃　石核　剥片　縄文土器　土製品　打斧　礫器　石槍　有舌尖頭器　石鏃　掻器　削器　磨石　抉入磨石　石核　剥片　土師器　かわらけ　陶磁器　鉄釘　数珠　古銭　人骨",139.4654658,35.60308711,TRUE
13209084900,13209,"849","しんこうじひろばかまいせきぐんNo.11ちてん","真光寺・広袴遺跡群No.11地点","町田市 広袴三丁目　 真光寺二丁目","[旧石器時代][縄文時代（早期・中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器",139.4708874,35.59833336,TRUE
13209085100,13209,"851","しんこうじひろばかまいせきぐんNo.13ちてん（むかいいせき）","真光寺・広袴遺跡群No.13地点(向遺跡)","町田市 広袴三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世]","集落","[旧石器時代]礫群　ブロック　[縄文時代]住居　敷石住居　集石土坑　土坑　[近世]井戸　墓壙群","ナイフ形石器　尖頭器　掻器　削器　彫器　礫器　磨石　石核　剥片　縄文土器　石器　弥生土器　土師器　陶磁器　煙管　古銭　人骨",139.4745452,35.59577803,TRUE
13209085400,13209,"854","おやまたかまちいせき","小山高町遺跡","町田市 小山町","[旧石器時代][縄文時代（中期～後期）][奈良時代][平安時代]","集落","[旧石器時代]礫群　[縄文時代]焼土　土坑　[平安時代]住居　土坑　掘立柱建物","ナイフ形石器　尖頭器　縄文土器　石器　土師器　須恵器",139.3648815,35.5991133,TRUE
13209087500,13209,"875","たまにゅーたうんNo.950いせき","多摩ニュータウンNo.950遺跡","町田市 小山ヶ丘五丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]住居　焼土　土坑　[古墳時代]土坑　[平安時代]土坑　[近世]炭窯","ナイフ形石器　削器　剥片　縄文土器　石器　軽石製品　土師器　須恵器　銭貨",139.3618687,35.60242137,TRUE
13209089000,13209,"890","たまにゅーたうんNo.937いせき","多摩ニュータウンNo.937遺跡","町田市 小山ヶ丘三丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　焼土　土坑　[平安時代]住居　[平安時代][中世]土坑","石器　縄文土器　打斧　礫器　石鏃　石皿　磨石　土師器　須恵器　陶器（灰釉）　瓦",139.3700869,35.60239159,TRUE
13209090200,13209,"902","たまにゅーたうんNo.924いせき","多摩ニュータウンNo.924遺跡","町田市 小山ヶ丘二丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][近世]","集落","[縄文時代]竪穴状遺構　集石　焼土　土坑　[古墳時代]住居　焼土　土坑　[近世]焼土　炭窯　溝","尖頭器　縄文土器　石器　土師器　鉄製品　砥石　管玉　ガラス小玉　陶磁器",139.3778065,35.60304759,TRUE
13209090600,13209,"906","たまにゅーたうんNo.916いせき","多摩ニュータウンNo.916遺跡","町田市 小山ヶ丘三丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]炉穴　焼土　土坑　[古墳時代]住居　土坑　溝　方形周溝墓　[奈良時代][平安時代]土坑　[中世][近世]焼土　土坑　炭窯　溝　道　杭列","尖頭器　剥片　縄文土器　石器　土師器　鉄製品　石製品　陶磁器　銭貨",139.3786636,35.6002519,TRUE
13209091200,13209,"912","たまにゅーたうんNo.915いせき","多摩ニュータウンNo.915遺跡","町田市 小山ヶ丘三丁目","[旧石器時代][縄文時代（早期～中期）][近世]","包蔵地","[縄文時代]炉穴　土坑　[近世]炭窯","剥片　縄文土器　石器",139.3799168,35.59870257,TRUE
13209092200,13209,"922","かなもりにしいせき","金森西遺跡","町田市 金森東三丁目","[旧石器時代][縄文時代（草創期・前期～後期）]","集落","[旧石器時代]礫群 [縄文時代]住居 集石 配石 埋設土器 土坑 ピット","ナイフ形石器 剥片 縄文土器 石器 土製品",139.4643387,35.53046468,TRUE
13210000100,13210,"1","ぬくいいせき","貫井遺跡","小金井市 貫井南町三丁目","[旧石器時代][縄文時代（早期～後期）]","集落","[縄文時代]住居 集石 土坑群","剥片 縄文土器 磨斧 石斧 石鏃 石匙 石皿 磨石 耳栓 硬玉製大珠 土製垂飾",139.49418,35.69966254,TRUE
13210000301,13210,"03-1","へいたいさかいせき","平代坂遺跡","小金井市 前原町三丁目","[旧石器時代][縄文時代（中期）][中世]","集落","[旧石器時代]礫群 [縄文時代]住居 [中世]地下式土坑","ナイフ形石器 尖頭器 礫器 磨石 石核 縄文土器 陶器",139.5013555,35.69879823,TRUE
13210000200,13210,"2","はけうえいせき","はけうえ遺跡","小金井市 貫井南町三丁目 前原町三丁目","[旧石器時代][縄文時代（草創期～後期）]","集落","[旧石器時代]礫群 [縄文時代]住居 集石 土坑","ナイフ形石器 尖頭器 細石刃 局部磨斧 縄文土器 石斧 石鏃 石皿 スタンプ形石器",139.4983171,35.69904916,TRUE
13210000400,13210,"4","にしのだいいせき","西之台遺跡","小金井市 前原町三丁目 中町四丁目","[旧石器時代][縄文時代（草創期～後期）]","集落","[旧石器時代]礫群 [縄文時代]集石 炉穴 土坑","ナイフ形石器 尖頭器 有舌尖頭器 細石刃 細石核 掻器 石核 縄文土器 石斧 スタンプ形石器",139.5062213,35.69846149,TRUE
13210000500,13210,"5","なかざんやいせき","中山谷遺跡","小金井市 中町一丁目 中町二丁目 中町三丁目","[旧石器時代][縄文時代（早期～後期）]","集落","[縄文時代]住居 集石土坑 土坑","細石刃 細石核 礫器 錐状石器 石核 剥片 縄文土器 石斧 石鏃 石匙 石皿 磨石 土器片錘 土製円板",139.5117778,35.69687663,TRUE
13210000600,13210,"6","くりやまいせき","栗山遺跡","小金井市 中町一丁目 東町五丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]礫群 [縄文時代]住居 土坑群","ナイフ形石器 細石核 剥片 縄文土器 石斧 石鏃 石皿 磨石 土器片錘 土製円板 土偶",139.5189146,35.692814,TRUE
13210000700,13210,"7","あいしーゆーろけーしょん15いせき","ICULoc.15遺跡","小金井市 東町一丁目 東町五丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]礫群 [縄文時代]土坑","ナイフ形石器 掻器 削器 石核 剥片 縄文土器",139.523292,35.68949583,TRUE
13210000800,13210,"8","あらまきいせき","荒牧遺跡","小金井市 貫井南町四丁目","[旧石器時代][縄文時代（前期～後期）][近世]","集落","[縄文時代]住居 土坑 [近世]掘立柱穴列 井戸","石核 剥片 縄文土器 石斧 石鏃 土製円板 陶磁器 鉄製品 板碑",139.4947637,35.69670712,TRUE
13210000900,13210,"9","ぬくいみなみいせき","貫井南遺跡","小金井市 貫井南二丁目","[旧石器時代][縄文時代（早期～後期）]","集落","[縄文時代]住居 集石 土坑群","ナイフ形石器 尖頭器 縄文土器 打斧 磨斧 石鏃 石皿 磨石 けつ状耳飾",139.4984891,35.69393329,TRUE
13210001200,13210,"12","まえはらいせき","前原遺跡","小金井市 前原町一丁目 前原町二丁目","[旧石器時代][縄文時代（草創期～後期）][近世]","集落","[旧石器時代]礫群 配石 [縄文時代]住居 集石 土坑","ナイフ形石器 尖頭器 剥片 縄文土器 打斧 有舌尖頭器 石鏃 磨石",139.5071998,35.69324753,TRUE
13210001400,13210,"14","しんばしいせき","新橋遺跡","小金井市 中町一丁目","[旧石器時代][縄文時代（後期）]","集落","[旧石器時代]礫群 [縄文時代]住居 土坑","ナイフ形石器 尖頭器 細石刃 細石核 剥片 縄文土器 石斧 石錘",139.5120352,35.69432541,TRUE
13210001600,13210,"16","しちけんやいせき","七軒家遺跡","小金井市 前原町二丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][中世][近世]","包蔵地","[時代不明]土坑 溝状遺構","有舌尖頭器 削器 剥片 縄文土器 打斧 磨石 土師器 陶磁器 カワラケ",139.5141596,35.69129435,TRUE
13210001700,13210,"17","のがわなかすいせき","野川中洲遺跡","小金井市 前原町二丁目","[旧石器時代][縄文時代（後期）]","包蔵地","","ナイフ形石器 槍先形尖頭器 有茎尖頭器 礫器 剥片 縄文土器 打斧",139.5156702,35.69200538,TRUE
13210001800,13210,"18","のがわなかすきたいせき","野川中洲北遺跡","小金井市 中町一丁目","[旧石器時代][縄文時代（草創期～早期・後期）][古墳時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 配石 炭化物集中 [縄文時代]住居 集石 土坑 ピット [平安時代]土坑 [中世]掘立柱建物 ピット 土坑 溝 [近世]ピット 土坑","ナイフ形石器 尖頭器 細石刃 打斧 局部磨斧 礫器 縄文土器 打斧 磨斧 石槍 有舌尖頭器 石鏃 石錘 石皿 磨石 敲石 木製品 土師器 刀子 陶磁器",139.5162195,35.69319042,TRUE
13210001900,13210,"19","むさしのこうえんていしっちいせき","武蔵野公園低湿地遺跡","小金井市 東町五丁目","[旧石器時代][縄文時代（前期～後期）][古墳時代][中世][近世]","包蔵地","[時代不明]河道 土坑 丸木橋状遺構","石器 縄文土器 石斧 石鏃 石皿 磨石 木製品 漆塗りくし 土師器 板碑 銭貨 陶磁器",139.5197557,35.69098763,TRUE
13210002000,13210,"20","","小金井市No.20遺跡","小金井市 東町一丁目","[旧石器時代][縄文時代（中期～後期）]","包蔵地","","縄文土器",139.522674,35.68889631,TRUE
13210002200,13210,"22","","小金井市No.22遺跡","小金井市 本町五丁目","[旧石器時代][縄文時代（早期）]","包蔵地","","剥片 縄文土器",139.5015656,35.70648106,TRUE
13211000100,13211,"1","おがわちょういっちょうめいせき","小川町一丁目遺跡","小平市 小川町一丁目","[旧石器時代]","包蔵地","","尖頭器",139.4578838,35.73001709,TRUE
13211000300,13211,"3","すずきいせき","鈴木遺跡","小平市 鈴木町 回田町 御幸町","[旧石器時代][縄文時代（前期～中期）][近世]","包蔵地・集落","[旧石器時代]ユニット 礫群 炭化物集中箇所 炉 土坑 [縄文時代]土坑 [近世]水車 水路 暗渠","ナイフ形石器 尖頭器 尖頭状石器 細石刃 台形様石器 掻器 彫器 石斧 礫器 敲石 磨石 台石 石核 縄文土器 打斧 石鏃 陶磁器 鉄製品 簪",139.4983763,35.71785988,TRUE
13211000400,13211,"4","はなこがねいみなみいせき","花小金井南遺跡","小平市 花小金井南町一丁目","[旧石器時代]","包蔵地・集落","[旧石器時代]礫群","削器 剥片 石核 礫",139.5131907,35.72010374,TRUE
13212000100,13212,"1","ななつづかいせき","七ツ塚遺跡","日野市 新町四丁目 新町五丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][奈良時代][中世]","集落","[縄文時代]住居 集石 土坑 溝","縄文土器 石鏃 石錘 石棒 弥生土器 土師器 須恵器 陶器",139.3793835,35.68263916,TRUE
13212000600,13212,"6","しんめいうえいせき","神明上遺跡","日野市 神明一丁目 神明二丁目 神明三丁目 神明四丁目 大坂上三丁目 大坂上四丁目 多摩平七丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","住居 掘建柱建物跡 土坑 集石 溝","石器 縄文土器 土師器 須恵器ほか",139.3932299,35.67174888,TRUE
13212002200,13212,"22","ひらやまいせき","平山遺跡","日野市 東平山二丁目 西平山 豊田","[旧石器時代][縄文時代（早期・中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落・古墳・墳墓","[旧石器時代]ユニット、[縄文時代]竪穴建物跡、集石、土坑、炉穴、[弥生時代]竪穴建物跡、方形周溝墓、[古墳時代]竪穴建物跡、古墳、[奈良～平安時代]掘立柱建物跡、柵列（ピット）、[中世]地下式土坑","[旧石器]石器、[縄文]土器、石器、[弥生]土器、[古墳]土師器、須恵器、鉄製刀子、人骨、[平安]土師器、[中世]銭貨、鉄製品",139.3756535,35.65123057,TRUE
13212002500,13212,"25","","日野市No.25遺跡","日野市 旭が丘六丁目","[旧石器時代]","包蔵地","","石器",139.3665114,35.65984208,TRUE
13212002800,13212,"28","みなみだいらいせき","南平遺跡","日野市 南平","[旧石器時代]","包蔵地","[旧石器時代]礫群","礫器 敲石 台石",139.3998752,35.65271619,TRUE
13212005100,13212,"51","","日野市No.51遺跡","日野市 多摩平六丁目","[旧石器時代][縄文時代（早期～前期・後期）][平安時代][中世]","集落","[旧石器時代]石器ブロック [縄文時代]土坑 ピット [平安時代]竪穴住居址 土坑","石器（尖頭器） 土器 石器 土師器",139.3843692,35.66875754,TRUE
13213000700,13213,"7","ひなたきた","日向北遺跡","東村山市 多摩湖町一丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　[古墳時代]住居","尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錐　敲石　土錘　垂飾　石棒　石剣　紡錘車　耳栓　土偶　剥片　残核　焼獣骨　弥生土器　土師器　須恵器　陶器　磁器",139.4518359,35.76470573,TRUE
13213001700,13213,"17","なかのわり（ひなた）いせき","中の割(日向)遺跡","東村山市 多摩湖町一丁目　 廻田町三丁目　 廻田町四丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴住居跡　敷石住居　土坑 集石土坑　配石","ナイフ形石器　尖頭器　釉石刃　剥片　残核　縄文土器　耳栓　土製円盤　ミニチュア土器　打製石斧　磨製石斧　石鏃　楔形石器　石棒　敲石　磨石兼敲石　スクレイパー　石皿　台石　石皿兼台石　剥片　残核　弥生土器　瓦　土師器　須恵器　陶器　磁器　板碑",139.4503939,35.76027619,TRUE
13213003000,13213,"30","","東村山市No.30遺跡","東村山市 野口町三丁目","[旧石器時代][縄文時代（中期～後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　残核　土師器　須恵器",139.4558871,35.76445501,TRUE
13213003100,13213,"31","しょうふくじいせき","正福寺遺跡","東村山市 野口町三丁目　 野口町四丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世]","集落","[奈良時代]住居　[平安時代]住居","尖頭器　縄文土器　打製石斧　石鏃　剥片　石皿　敲石　磨石兼敲石　土師器　須恵器　砥石　紡錘車　刀子　鉄鏃　陶器",139.4575007,35.7645943,TRUE
13213003800,13213,"38","しもざわいせき","下沢遺跡","東村山市 秋津町三丁目　 秋津町四丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　[平安時代]住居","ナイフ形石器　縄文土器　打製石斧　磨製石斧　石鏃　石皿　砥石　剥片　焼礫　弥生土器　土師器　須恵器　瓦　刀子　鉄鏃　板碑　陶器",139.4823859,35.77665151,TRUE
13213004000,13213,"40","ささづか（あきつはらかた）いせき","笹塚（秋津原方）遺跡","東村山市 秋津町四丁目　 秋津町五丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　炉穴　土坑　溝","ナイフ形石器　細石刃　尖頭器　剥片　縄文土器　ミニチュア土器　打製石斧　磨製石斧　石鏃　スクレイパー　石匙　石錐　楔形石器　石皿　凹石　敲石　砥石　残核　釣針状石器　石棒　浮子　土器片錘　土製円盤　土師器　須恵器　瓦　陶器　磁器",139.487982,35.77670721,TRUE
13213004400,13213,"44","","東村山市No.44遺跡","東村山市 富士見町三丁目","[旧石器時代][縄文時代（中期）]","包蔵地","[旧石器時代]礫群","ナイフ形石器　残核　剥片　焼礫　縄文土器",139.4520037,35.74886882,TRUE
13213004800,13213,"48","","東村山市No.48遺跡","東村山市 恩多町一丁目","[旧石器時代][縄文時代（早期）]","包蔵地","[旧石器時代]礫群","ナイフ形石器　尖頭器　石錐　残核　剥片　焼礫　スクレイパー　角錐状石器　揉錐器　細石核　細石刃　縄文土器",139.4906943,35.75456034,TRUE
13213004900,13213,"49","","東村山市No.49遺跡","東村山市 恩多町一丁目","[旧石器時代]","包蔵地","[旧石器時代]礫群","焼礫",139.4918616,35.7530558,TRUE
13213005000,13213,"50","","東村山市No.50遺跡","東村山市 恩多町一丁目","[旧石器時代]","包蔵地","","ナイフ形石器　残核　焼礫",139.4932349,35.75472751,TRUE
13213005200,13213,"52","","東村山市No.52遺跡","東村山市 恩多町一丁目","[旧石器時代]","包蔵地","","ナイフ形石器",139.4928249,35.753418,TRUE
13213005300,13213,"53","","東村山市No.53遺跡","東村山市 恩多町一丁目","[旧石器時代][縄文時代（早期）]","集落","[旧石器時代]礫群","ナイフ形石器　尖頭器　剥片　削器　焼礫　縄文土器",139.4929622,35.75221993,TRUE
13213005400,13213,"54","","東村山市No.54遺跡","東村山市 野口町二丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","尖頭器　縄文土器　打製石斧　剥片",139.4615689,35.75939038,TRUE
13213010800,13213,"108","","東村山市No.108遺跡","東村山市 秋津町二丁目　 秋津町三丁目","[旧石器時代][縄文時代（中期）][平安時代][中世]","包蔵地","","剥片　縄文土器　打製石斧　敲石　剥片　土師器　陶器",139.4839652,35.77275187,TRUE
13213011900,13213,"119","やこうみなみいせき","野行南遺跡","東村山市 久米川町一丁目　 久米川町二丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","集落","[旧石器時代]ブロック　礫群","ナイフ形石器　掻器　削器　ハンマーストーン　剥片　残核　細石刃　焼礫　縄文土器　土師器　須恵器　陶器",139.4827635,35.76548133,TRUE
13213013200,13213,"132","","東村山市No.132遺跡","東村山市 恩多町三丁目　 恩多町五丁目","[旧石器時代][縄文時代（中期～後期）]","包蔵地","","ナイフ形石器　剥片　縄文土器",139.4846175,35.75734645,TRUE
13213013700,13213,"137","","東村山市No.137遺跡","東村山市 恩多町二丁目","[旧石器時代][縄文時代（中期）][中世]","包蔵地","","剥片　縄文土器　剥片　敲石　陶器　磁器",139.4820897,35.75110543,TRUE
13213013800,13213,"138","","東村山市No.138遺跡","東村山市 恩多町二丁目","[旧石器時代]","包蔵地","","焼礫",139.4837034,35.74901569,TRUE
13213014300,13213,"143","","東村山市No.143遺跡","東村山市 恩多町一丁目","[旧石器時代][縄文時代（中期）][古墳時代]","包蔵地","","焼礫　縄文土器　土師器",139.4873317,35.75241497,TRUE
13213014400,13213,"144","","東村山市No.144遺跡","東村山市 恩多町一丁目","[旧石器時代][縄文時代]","包蔵地","［縄文時代］陥し穴","ナイフ形石器　尖頭器　楔形石器　掻器　彫器　剥片　ハンマーストーン",139.4925502,35.75517329,TRUE
13213014900,13213,"149","しもやけべいせき","下宅部遺跡","東村山市 多摩湖町四丁目","[旧石器時代][縄文時代（草創期～晩期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴状遺構　焼土　土坑　粘土採掘坑　水場遺構　[古墳時代]住居　[平安時代]土坑　[中世]土坑","ナイフ形石器　尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錘　スクレイパー　石皿　石錐　磨石　凹石　敲石　石棒　残核　剥片　耳栓　垂飾　土偶　土錘　土玉　腕輪状土製器　土笛　ミニチュア土器　土製円盤　粘土焼成塊　木製品　漆製品　繊維製品　獣骨　貝　昆虫　種実　葉　土師器　須恵器　紡錘車　瓦塔　瓦　木製品　刀子　横刀　鉄鍬　鉄斧　陶器　磁器　板碑",139.4509776,35.76626577,TRUE
13213016500,13213,"165","","東村山市No.165遺跡","東村山市 恩多町二丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","焼礫　縄文土器　剥片",139.4867246,35.74678658,TRUE
13214000100,13214,"1","くまのごういせき","熊ノ郷遺跡","国分寺市 西恋ヶ窪三丁目 西恋ヶ窪四丁目","[旧石器時代][縄文時代]","集落","[旧石器時代]石器集中部 礫群","尖頭器 石刃 礫器 剥片",139.4669101,35.70531943,TRUE
13214000200,13214,"2","こいがくぼいせき","恋ヶ窪遺跡","国分寺市 西恋ヶ窪一丁目　 東恋ヶ窪一丁目　 東恋ヶ窪三丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世]","集落","[縄文時代]住居　敷石住居　集石　土坑　屋外埋甕　[中世]溝","(縄文)縄文土器　打斧　磨斧　石槍　石鏃　掻器　彫器　石匙　石錐　ピエス・エスキーユ　スタンプ形石器　敲石　砥石　土錘　土製円板　耳飾　硬玉製大珠　器台　(中世)陶器",139.4705243,35.70254176,TRUE
13214000300,13214,"3","こいがくぼみなみいせき","恋ヶ窪南遺跡","国分寺市 西恋ヶ窪一丁目 東恋ヶ窪一丁目 泉町一丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[縄文時代]住居 集石土坑 土坑","縄文土器",139.4736221,35.69993871,TRUE
13214000700,13214,"7","たまらんざかいせき","多摩蘭坂遺跡","国分寺市 内藤一丁目 内藤二丁目","[旧石器時代][縄文時代][奈良時代]","集落","[旧石器時代]ユニット礫群","(旧石器時代)ナイフ形石器 尖頭器 角錐状石器 掻器 彫器 打斧 礫器 敲石 (奈良時代)銭貨 須恵器",139.4577268,35.69368698,TRUE
13214000800,13214,"8","はなざわにしいせき","花沢西遺跡","国分寺市 本町四丁目 南町三丁目 泉町一丁目 東恋ヶ窪一丁目","[旧石器時代][縄文時代][弥生時代]","集落","[縄文時代]住居 土坑 埋甕","縄文土器 打斧 磨斧 石鏃 石匙 石錐 スタンプ形石器 石棒 弥生土器",139.4680368,35.69935258,TRUE
13214000900,13214,"9","ひかげやまいせき","日影山遺跡","国分寺市 泉町二丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]石器集中部 集石 ユニット 礫群 [縄文時代]竪穴住居 [歴史時代]掘立柱建物 柵列 井戸 火葬墓 土壙墓 井戸 道路跡（鎌倉街道） 溝 土坑 集石 特殊遺構","(旧石器時代)尖頭器 ナイフ形石器 スクレイパー 剥片遺物 石核 (縄文時代)土器 打製石斧 (歴史時代)土師質土器 瓦質土器 土器（在地土器） 陶磁器 銭貨 金属製品（刀子） 砥石 板碑 銭貨 鉄製品（鉄釘） 瓦",139.4717981,35.69264697,TRUE
13214001100,13214,"11","たきくぼいせき","多喜窪遺跡","国分寺市 西元町二丁目 西元町四丁目","[旧石器時代][縄文時代（中期）]","集落","[縄文時代]住居 土壙","縄文土器 打斧 磨斧 石鏃 掻器 石皿 磨石 スタンプ形石器",139.4674663,35.69221292,TRUE
13214001900,13214,"19","むさしこくぶんじあと","武蔵国分寺跡","国分寺市 東元町二丁目 東元町三丁目 東元町四丁目 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 泉町一丁目 泉町二丁目 泉町三丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [奈良時代][平安時代]住居 掘立柱建物 道路 溝 [中世]門 土坑 地下式横穴","縄文土器 陶磁器 土製品 石製品 鉄製品 青銅製品 瓦 <U+587C>",139.4662512,35.6985094,TRUE
13214002000,13214,"20","とのがやときたいせき","殿ヶ谷戸北遺跡","国分寺市 南町一丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[旧石器時代]礫群","ナイフ形石器 尖頭器 掻器 石核 縄文土器",139.4827089,35.69219995,TRUE
13214002100,13214,"21","とのがやといせき","殿ヶ谷戸遺跡","国分寺市 南町二丁目 東元町一丁目 二丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[旧石器時代]礫群 [縄文時代]土坑","ナイフ形石器 尖頭器 掻器 石核 縄文土器",139.4854196,35.69257342,TRUE
13214002800,13214,"28","ほんちょう（こくぶんじむらせっきじだい）いせき","本町（国分寺村石器時代）遺跡","国分寺市 南町二丁目 本町二丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代]","集落","[縄文時代]住居 土坑 埋甕","縄文土器 打斧 磨斧 石鏃 敲石",139.483665,35.70079777,TRUE
