"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","K"
13212003000,13212,"30","","日野市No.30遺跡","日野市 程久保","[縄文時代][古墳時代]","包蔵地","","打斧 土師器",139.3967939,35.64182327,TRUE
13212003200,13212,"32","ほりきりやといせき","ホリキリ谷戸遺跡","日野市 程久保四丁目","[縄文時代][古墳時代][奈良時代][平安時代]","包蔵地","2基 [縄文時代]集石 [奈良時代][平安時代]竪穴遺構","縄文土器 石器 土師器 須恵器",139.4046184,35.6450841,TRUE
13212003800,13212,"38","おちかわ・いちのみやいせき","落川・一の宮遺跡","日野市 落川","[縄文時代（晩期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居 土坑 [奈良時代]住居 掘立柱建物 土坑 溝 [古墳時代]?〜[近世]水田 [奈良時代]〜[中世]石敷遺構 [平安時代]住居 掘立柱建物 土坑 溝 粘土採掘坑 [中世]掘立柱建物 竪穴状遺構 地下炉 土坑 溝 道路 流路 [近世]礎石建物 畑 溝 墓壙","縄文土器 打斧 石鏃 弥生土器 土師器 須恵器 管玉 子持勾玉 勾玉 金環 石製模造品 砥石 刀子 鎚 釘 鉄鏃 石製・鉄製紡錘車 鉄錘 土錘 鉄鈴 門金具 陶硯 馬具 鍔 飾金具 墨書土器 磨石 石製・青銅製帯飾 馬歯 陶磁器 カワラケ 舶載陶磁器 瓦 板碑 銭貨 木杯 木蓋 くし 木杭",139.4368986,35.65469381,TRUE
13212004200,13212,"42","まんぞういんだいいせき","万蔵院台遺跡","日野市 百草","[縄文時代（前期〜中期）][古墳時代]","集落","[縄文時代][古墳時代]住居","縄文土器 打斧 磨斧 石鏃 石皿 磨石 土錘 耳栓 土師器",139.4267706,35.64665921,TRUE
13212004300,13212,"43","まんぞういんだいこふんぐん","万蔵院台古墳群","日野市 百草","[古墳時代]","古墳","[古墳時代]横穴式石室","土師器 須恵器 鉄鏃 刀子 直刀 金環 人骨 朱",139.4295171,35.64607333,TRUE
13212004500,13212,"45","","日野市No.45遺跡","日野市 東平山一丁目","[古墳時代]［奈良時代］","古墳","[古墳時代]横穴式石室","鉄鏃 刀子 勾玉 直刀 馬具",139.377944,35.65060839,TRUE
13212004600,13212,"46","よつやまえいせき","四ツ谷前遺跡","日野市 栄町一丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・社寺","[奈良時代][平安時代]住居 土坑 道路 [平安時代]溝 [中世][近世]井戸 土坑 溝 水田 掘込炉 配石遺構 地下式土壙 [中世]土壙 火葬址 道路","縄文土器 打斧 土師器 須恵器 灰釉陶器 陶磁器 鉄鏃 刀子 紡錘車 風字硯 丸鞆 瓦塔 板碑 鉦鼓 銭貨 人骨 牛馬骨",139.3943917,35.68237897,TRUE
13212004700,13212,"47","うばくぼいせき","姥久保遺跡","日野市 新町一丁目","[縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・その他（水田・墓地）","[古墳時代]住居 [平安時代]道路 水田 [中世]掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 [時代不明]掘立柱建物","縄文土器 打斧 石鏃 土師器 須恵器 丸鞆 カワラケ 板碑 陶磁器 石臼 短刀 銅製笄 銭貨 人骨",139.3907818,35.68010143,TRUE
13212004800,13212,"48","にしひらやまこふんぐん","西平山古墳群","日野市 西平山三丁目","[古墳時代]","古墳","[古墳時代]周溝 石組","須恵器",139.368125,35.64826493,TRUE
13212004900,13212,"49","おおじっぺらいせき","大寺平遺跡","日野市 高幡 南平一丁目","[古墳時代]","集落","[古墳時代]住居","土師器",139.4075421,35.66292914,TRUE
13213000500,13213,"5","","東村山市No.5遺跡","東村山市 多摩湖町一丁目","[縄文時代（中期）][古墳時代][奈良時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器　磁器",139.448643,35.76342426,TRUE
13213000700,13213,"7","ひなたきた","日向北遺跡","東村山市 多摩湖町一丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　[古墳時代]住居","尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錐　敲石　土錘　垂飾　石棒　石剣　紡錘車　耳栓　土偶　剥片　残核　焼獣骨　弥生土器　土師器　須恵器　陶器　磁器",139.4518359,35.76470573,TRUE
13213001700,13213,"17","なかのわり（ひなた）いせき","中の割(日向)遺跡","東村山市 多摩湖町一丁目　 廻田町三丁目　 廻田町四丁目","[旧石器時代][縄文時代（草創期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴住居跡　敷石住居　土坑 集石土坑　配石","ナイフ形石器　尖頭器　釉石刃　剥片　残核　縄文土器　耳栓　土製円盤　ミニチュア土器　打製石斧　磨製石斧　石鏃　楔形石器　石棒　敲石　磨石兼敲石　スクレイパー　石皿　台石　石皿兼台石　剥片　残核　弥生土器　瓦　土師器　須恵器　陶器　磁器　板碑",139.4503939,35.76027619,TRUE
13213001800,13213,"18","","東村山市No.18遺跡","東村山市 諏訪町三丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　磨製石斧　石皿　剥片　弥生土器　土師器　須恵器　陶器",139.4532948,35.76733005,TRUE
13213001900,13213,"19","","東村山市No.19遺跡","東村山市 諏訪町三丁目","[縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器",139.4556294,35.76710719,TRUE
13213002100,13213,"21","","東村山市No.21遺跡","東村山市 諏訪町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　瓦",139.4608136,35.76953073,TRUE
13213002200,13213,"22","","東村山市No.22遺跡","東村山市 野口町四丁目　 諏訪町二丁目","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　打製石斧　敲石　土師器",139.4635039,35.76815206,TRUE
13213002600,13213,"26","とくぞうじ（のぐち）いせき","徳蔵寺(野口)遺跡","東村山市 諏訪町一丁目","[縄文時代（早期・中期〜晩期）][弥生時代（前期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[時代不明]V字溝","縄文土器　打製石斧　石皿　残核　弥生土器　土師器　須恵器　陶器　中世土器　磁器　板碑　石製円盤　木製品",139.4687443,35.77033856,TRUE
13213002700,13213,"27","","東村山市No.27遺跡","東村山市 野口町三丁目","[縄文時代（中期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　打製石斧　敲石　剥片　弥生土器　土師器　須恵器",139.4547198,35.76473359,TRUE
13213002800,13213,"28","かじやついせき","鍛冶谷ッ遺跡","東村山市 野口町三丁目","[縄文時代（中期〜晩期）][弥生時代（前期〜後期）][古墳時代][奈良時代]［平安時代］","包蔵地","","縄文土器　剥片　弥生土器　土師器　須恵器",139.4555438,35.76621006,TRUE
13213002900,13213,"29","","東村山市No.29遺跡","東村山市 野口町三丁目","[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　打製石斧　剥片　残核　土師器　須恵器　板碑　陶器　中世土器",139.4540332,35.76269993,TRUE
13213003000,13213,"30","","東村山市No.30遺跡","東村山市 野口町三丁目","[旧石器時代][縄文時代（中期〜後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　残核　土師器　須恵器",139.4558871,35.76445501,TRUE
13213003100,13213,"31","しょうふくじいせき","正福寺遺跡","東村山市 野口町三丁目　 野口町四丁目","[旧石器時代][縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世]","集落","[奈良時代]住居　[平安時代]住居","尖頭器　縄文土器　打製石斧　石鏃　剥片　石皿　敲石　磨石兼敲石　土師器　須恵器　砥石　紡錘車　刀子　鉄鏃　陶器",139.4575007,35.7645943,TRUE
13213003200,13213,"32","","東村山市No.32遺跡","東村山市 野口町四丁目","[縄文時代（早期・中期・晩期）][古墳時代][平安時代]","包蔵地","","縄文土器　石鏃　土師器　須恵器",139.4610195,35.76593718,TRUE
13213003300,13213,"33","べんてんいけきたいせき","弁天池北遺跡","東村山市 野口町四丁目","[縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代][中世]","集落","竪穴建物　土坑　埋設土器　溝状遺構","縄文土器　打製石斧　石皿　剥片　土師器　須恵器　紡錘車　刀子　小刀　角釘　瓦　紡錘車　陶器　磁器　板碑　銭貨",139.4612942,35.76365282,TRUE
13213003400,13213,"34","","東村山市No.34遺跡","東村山市 野口町四丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4634228,35.76540788,TRUE
13213003800,13213,"38","しもざわいせき","下沢遺跡","東村山市 秋津町三丁目　 秋津町四丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　[平安時代]住居","ナイフ形石器　縄文土器　打製石斧　磨製石斧　石鏃　石皿　砥石　剥片　焼礫　弥生土器　土師器　須恵器　瓦　刀子　鉄鏃　板碑　陶器",139.4823859,35.77665151,TRUE
13213004000,13213,"40","ささづか（あきつはらかた）いせき","笹塚（秋津原方）遺跡","東村山市 秋津町四丁目　 秋津町五丁目","[旧石器時代][縄文時代（早期〜後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　炉穴　土坑　溝","ナイフ形石器　細石刃　尖頭器　剥片　縄文土器　ミニチュア土器　打製石斧　磨製石斧　石鏃　スクレイパー　石匙　石錐　楔形石器　石皿　凹石　敲石　砥石　残核　釣針状石器　石棒　浮子　土器片錘　土製円盤　土師器　須恵器　瓦　陶器　磁器",139.487982,35.77670721,TRUE
13213004100,13213,"41","あきつじんじゃいせき","秋津神社遺跡","東村山市 秋津町五丁目","[縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4921362,35.7785734,TRUE
13213005500,13213,"55","","東村山市No.55遺跡","東村山市 多摩湖町一丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器　須恵器",139.4511836,35.76317353,TRUE
13213005600,13213,"56","","東村山市No.56遺跡","東村山市 野口町四丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　須恵器",139.4597493,35.7654636,TRUE
13213006000,13213,"60","","東村山市No.60遺跡","東村山市 廻田町三丁目","[弥生時代（後期）][古墳時代][中世]","包蔵地","","弥生土器　土師器　陶器　板碑",139.4461711,35.75815883,TRUE
13213006100,13213,"61","","東村山市No.61遺跡","東村山市 廻田町三丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器",139.4470294,35.75723943,TRUE
13213006200,13213,"62","","東村山市No.62遺跡","東村山市 野口町三丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4552691,35.76164129,TRUE
13213006300,13213,"63","","東村山市No.63遺跡","東村山市 野口町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　板碑　陶器",139.4552005,35.76384213,TRUE
13213007100,13213,"71","","東村山市No.71遺跡","東村山市 廻田町一丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][平安時代][中世]","包蔵地","","縄文土器　石鏃　弥生土器　土師器　須恵器　陶器　磁器",139.453349,35.75522679,TRUE
13213007400,13213,"74","","東村山市No.74遺跡","東村山市 廻田町一丁目","[縄文時代（草創期・中期・晩期）][古墳時代][平安時代][中世]","包蔵地","","縄文土器　尖頭器　石鏃　剥片　残核　土師器　須恵器　陶器　磁器",139.4555463,35.75661985,TRUE
13213007500,13213,"75","","東村山市No.75遺跡","東村山市 廻田町四丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器　須恵器",139.4530375,35.75852101,TRUE
13213007700,13213,"77","","東村山市No.77遺跡","東村山市 野口町二丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　弥生土器　土師器　須恵器",139.45714,35.75911178,TRUE
13213007900,13213,"79","","東村山市No.79遺跡","東村山市 野口町二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4595089,35.76022617,TRUE
13213008100,13213,"81","","東村山市No.81遺跡","東村山市 野口町二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4608479,35.7576909,TRUE
13213008400,13213,"84","","東村山市No.84遺跡","東村山市 野口町一丁目","[古墳時代][平安時代][中世]","包蔵地","","土師器　須恵器　陶器",139.4648648,35.76390355,TRUE
13213009500,13213,"95","","東村山市No.95遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　石錘　石鏃　スクレイパー　土師器　陶器",139.4737341,35.76277908,TRUE
13213009900,13213,"99","","東村山市No.99遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　石匙　剥片　土師器",139.4740775,35.76606634,TRUE
13213010400,13213,"104","","東村山市No.104遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　瓦　陶器　磁器",139.4764464,35.77102483,TRUE
13213010600,13213,"106","","東村山市No.106遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　土師器　須恵器",139.4815276,35.76921418,TRUE
13213011200,13213,"112","","東村山市No.112遺跡","東村山市 秋津町二丁目","[縄文時代（草創期・中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","尖頭器　縄文土器　土師器　須恵器　陶器",139.4881194,35.77397749,TRUE
13213011600,13213,"116","","東村山市No.116遺跡","東村山市 恩多町四丁目","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器",139.4802701,35.75935239,TRUE
13213011800,13213,"118","","東村山市No.118遺跡","東村山市 久米川町二丁目　 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4811499,35.76230548,TRUE
13213012000,13213,"120","","東村山市No.120遺跡","東村山市 久米川町一丁目　 久米川町二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4813902,35.76762635,TRUE
13213012100,13213,"121","","東村山市No.121遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　剥片　土師器",139.4849265,35.76926989,TRUE
13213012500,13213,"125","","東村山市No.125遺跡","東村山市 秋津町一丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代]","包蔵地","","縄文土器　弥生土器　土師器",139.4917243,35.77225047,TRUE
13213013900,13213,"139","","東村山市No.139遺跡","東村山市 恩多町三丁目","[古墳時代]","包蔵地","","土師器",139.4827292,35.75277718,TRUE
13213014100,13213,"141","","東村山市No.141遺跡","東村山市 恩多町二丁目","[古墳時代]","包蔵地","","土師器",139.48542,35.75174627,TRUE
13213014200,13213,"142","","東村山市No.142遺跡","東村山市 恩多町五丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.4848578,35.75561907,TRUE
13213014300,13213,"143","","東村山市No.143遺跡","東村山市 恩多町一丁目","[旧石器時代][縄文時代（中期）][古墳時代]","包蔵地","","焼礫　縄文土器　土師器",139.4873317,35.75241497,TRUE
13213014900,13213,"149","しもやけべいせき","下宅部遺跡","東村山市 多摩湖町四丁目","[旧石器時代][縄文時代（草創期〜晩期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴状遺構　焼土　土坑　粘土採掘坑　水場遺構　[古墳時代]住居　[平安時代]土坑　[中世]土坑","ナイフ形石器　尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錘　スクレイパー　石皿　石錐　磨石　凹石　敲石　石棒　残核　剥片　耳栓　垂飾　土偶　土錘　土玉　腕輪状土製器　土笛　ミニチュア土器　土製円盤　粘土焼成塊　木製品　漆製品　繊維製品　獣骨　貝　昆虫　種実　葉　土師器　須恵器　紡錘車　瓦塔　瓦　木製品　刀子　横刀　鉄鍬　鉄斧　陶器　磁器　板碑",139.4509776,35.76626577,TRUE
13213015200,13213,"152","","東村山市No.152遺跡","東村山市 多摩湖町一丁目","[縄文時代（前期〜晩期）][弥生時代（前期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土製円盤　石皿　剥片　残核　打製石斧　礫器　磨石　スクレイパー　台石　弥生土器　土師器　須恵器　陶器",139.449261,35.76478931,TRUE
13213016600,13213,"166","","東村山市No.166遺跡","東村山市 多摩湖町四丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.4505313,35.76843863,TRUE
13215001000,13215,"10","あおやぎこふんぐん","青柳古墳群","国立市 谷保 青柳","[古墳時代]","古墳","","",139.4237767,35.68191135,TRUE
13215001001,13215,"10-1","あおやぎこふんぐん","青柳古墳","国立市 青柳","[古墳時代][近世]","古墳・その他の墓","[古墳時代]周溝 横穴式石室? [近世]墓壙","土師器 円筒埴輪 人物埴輪 刀 金環 轡 陶磁器 煙管 銭貨 人骨",139.4238271,35.68127692,TRUE
13215001002,13215,"10-2","あおやぎ2ごうふん","青柳2号墳","国立市 青柳","[古墳時代]","古墳","","円筒埴輪",139.4249376,35.68107473,TRUE
13215001003,13215,"10-3","しけんざけ1ごうふん","四軒在家1号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","須恵器（長頸瓶） 刀装具（鐔・懸通孔金具等） 刀子 鉄鏃 装飾品（金環）",139.4261274,35.68151396,TRUE
13215001004,13215,"10-4","しけんざけ2ごうふん","四軒在家2号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","須恵器（フラスコ形瓶） 甕 装飾品（丸玉・小玉・臼玉）",139.4264654,35.68153487,TRUE
13215001005,13215,"10-5","しけんざけ3ごうふん","四軒在家3号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","須恵器（甕） 直刀 刀装具（鐔・責金・目釘） 刀子 鉄鏃 釘 装飾品（金環・丸玉・臼玉）",139.4262733,35.68127692,TRUE
13215001006,13215,"10-6","しけんざけ4ごうふん","四軒在家4号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","須恵器（フラスコ形瓶・甕） 土師器（坏） 刀装具（鐔・鞘口金具・責金） 鉄鏃 装飾品（金環・切子玉・管玉・丸玉・小玉・臼玉）",139.4259332,35.68114445,TRUE
13215001007,13215,"10-7","しけんざけ5ごうふん","四軒在家5号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","",139.4263592,35.68101199,TRUE
13215001008,13215,"10-8","しけんざけ6ごうふん","四軒在家6号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","須恵器（フラスコ形瓶） 土師器（坏・甕） 直刀 刀装具（把頭・鐔・鞘口金具・責金） 鉄鏃 釘 装飾品（金環）",139.4266027,35.68106079,TRUE
13215001009,13215,"10-9","しけんざけ7ごうふん","四軒在家7号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","主な出土品",139.4268055,35.68131875,TRUE
13215001010,13215,"10-0","しけんざけ8ごうふん","四軒在家8号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","須恵器（長頸瓶・フラスコ形瓶） 土師器（坏） 刀装具（把頭・鐔・鞘口金具・目釘） 刀子 鉄鏃 両頭金具 装飾品（金環・勾玉・丸玉）",139.4268055,35.68090741,TRUE
13215001011,13215,"10-1","しけんざけ9ごうふん","四軒在家9号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","須恵器（甕） 土師器（坏） 直刀 鉄鏃 装飾品（金環） 毛抜き",139.4260759,35.68096318,TRUE
13215001012,13215,"10-2","しけんざけ10ごうふん","四軒在家10号墳","国立市 矢川三丁目","[古墳時代]","古墳","[古墳時代]横穴式石室 周溝","釘",139.4260502,35.68075403,TRUE
13215001013,13215,"10-3","しけんざけ11ごうふん","四軒在家11号墳","国立市 青柳","[古墳時代]","古墳","[古墳時代]古墳の周溝","",139.4258356,35.68146516,TRUE
13215001100,13215,"11","あおやぎむめいふん","青柳無名墳","国立市 青柳","[古墳時代]","古墳","[古墳時代]石室?","埴輪 直刀 金環",139.424929,35.68186255,TRUE
13215001200,13215,"12","しけんざけいせき","四軒在家遺跡","国立市 矢川三丁目","[旧石器時代][縄文時代（中期）][古墳時代][平安時代][近世]","集落","[縄文時代]敷石住居 住居跡 集石 土坑 ピット 埋設土器[中世][近世]溝状遺構 土坑 柱穴","縄文土器 剥片 円筒埴輪 打製石斧 異形土器（ミニチュア土器） ナイフ形石器 有舌尖頭器 石鏃 掻器 石匙 スタンプ形石器 土師器 坏 須恵器 陶磁器",139.4274159,35.6809353,TRUE
13215001400,13215,"14","なんようじこふん","南養寺古墳","国立市 谷保","[古墳時代]","古墳","[古墳時代]横穴式石室","",139.4323515,35.67950363,TRUE
13215001600,13215,"16","しんめいづかこふん","神明塚古墳","国立市 谷保","[古墳時代?]","古墳？","円墳?","",139.4372953,35.67972673,TRUE
13215002200,13215,"22","しもやぼいせき","下谷保遺跡","国立市 谷保","[縄文時代（早期・中期）][古墳時代][平安時代][中世]","集落","[縄文時代]住居 竪穴状遺構 集石 土坑 [古墳時代]住居 土坑","縄文土器 打斧 局部磨製石斧 礫器 石槍 石鏃 掻器 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 砥石 土師器 須恵器 管玉 陶磁器",139.4485839,35.6773761,TRUE
13215002300,13215,"23","しもやぼこふんぐん","下谷保古墳群","国立市 谷保","[古墳時代]","古墳群","","",139.4470905,35.67877051,TRUE
13215002301,13215,"23-1","しもやぼ1ごうふん","下谷保1号墳","国立市 谷保","[古墳時代]","古墳","※遺跡範囲のすべてが国立市指定史跡下谷保1号墳となっています。 [古墳時代]横穴式石室 周溝","鉄鏃 板状鉄製品 直刀 刀装具",139.4483093,35.6775016,TRUE
13215002302,13215,"23-2","しもやぼ2ごうふん","下谷保2号墳","国立市 谷保","[古墳時代]","古墳","円墳","",139.4487728,35.67706932,TRUE
13215002303,13215,"23-3","しもやぼ3ごうふん","下谷保3号墳","国立市 谷保","[古墳時代]","古墳","円墳","",139.4492191,35.67669283,TRUE
13215002304,13215,"23-4","しもやぼ4ごうふん","下谷保4号墳","国立市 谷保","[古墳時代]","古墳","","直刀",139.4483779,35.67831036,TRUE
13215002305,13215,"23-5","やぼこふん","谷保古墳","国立市 谷保","[古墳時代]","古墳","円墳?","",139.4453395,35.680639,TRUE
13215002306,13215,"23-6","しもやぼ5ごうふん","下谷保5号墳","国立市 谷保","[古墳時代]","古墳","円墳","須恵器",139.4487041,35.67764104,TRUE
13215002307,13215,"23-7","","国立市No.23-7遺跡","国立市 谷保","[古墳時代]","古墳","円墳 [古墳時代]周溝","",139.4457172,35.67959321,TRUE
13215002308,13215,"23-8","しもやぼ6ごうふん","下谷保6号墳","国立市 谷保","[古墳時代]","古墳","[古墳時代]周溝","",139.4498199,35.6766231,TRUE
13215002309,13215,"23-9","しもやぼ7ごうふん","下谷保7号墳","国立市 谷保","[古墳時代]","古墳","[古墳時代]（河原石積）横穴式石室","",139.4492362,35.67634421,TRUE
13215002310,13215,"23-0","しもやぼ8ごうふん","下谷保8号墳","国立市 谷保","[古墳時代]","古墳","[古墳時代]周溝","",139.4480003,35.67758526,TRUE
13215002311,13215,"23-1","しもやぼ9ごうふん","下谷保9号墳","国立市 谷保","[古墳時代]","古墳","[古墳時代]石室1基","鉄製品 石製品 ガラス製品 直刀 鉄鏃 刀子 毛抜き",139.4477771,35.67779443,TRUE
13215002312,13215,"23-2","しもやぼ10ごうふん","下谷保10号墳","国立市 谷保","[古墳時代]","古墳","円墳 [古墳時代]石室1基 L字状墓3基","須恵器",139.4449447,35.67952349,TRUE
13215002400,13215,"24","やぼとうほういせき","谷保東方遺跡","国立市 谷保","[縄文時代（中期）][古墳時代][平安時代][近世]","集落","[縄文時代]住居 敷石住居 焼土 ピット 埋甕 [古墳時代]土坑 [平安時代]土坑 [近世]溝状遺構","縄文土器 打斧 磨斧 礫器 石鏃 石匙 石皿 磨石 石棒 三角柱状土製品 土師器 陶磁器",139.4500774,35.67593982,TRUE
13215002800,13215,"28","いしづかこふん","石塚古墳","国立市 谷保","[古墳時代]","古墳","[古墳時代]周溝?","",139.4420115,35.68231222,TRUE
13218001400,13218,"14","","福生市№14遺跡","福生市 熊川","[縄文時代][古墳時代]","包蔵地","","剥片 土師器",139.3486929,35.72266464,TRUE
13219000100,13219,"1","こあだちまえはらきたいせき","小足立前原北遺跡","狛江市 西野川四丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器 須恵器",139.571069,35.64850383,TRUE
13219000200,13219,"2","こあだちまえはらみなみいせき","小足立前原南遺跡","狛江市 西野川三丁目 西野川四丁目 和泉本町四丁目","[弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居","弥生土器 土師器 須恵器 陶器",139.5717728,35.64557441,TRUE
13219000300,13219,"3","こあだちまえはらひがしいせき","小足立前原東遺跡","狛江市 西野川二丁目 西野川四丁目","[弥生時代][古墳時代][奈良時代]","包蔵地","[奈良時代]住居 土坑","弥生土器 土師器 須恵器",139.5735409,35.64782031,TRUE
13219000400,13219,"4","みのわいせき","箕和遺跡","狛江市 西野川二丁目 西野川四丁目","[弥生時代][古墳時代]［奈良時代］[近世]","集落","[縄文時代]土坑 [古墳時代]住居 [奈良時代]住居","弥生土器 土師器 石製模造品 陶器",139.5743992,35.64949422,TRUE
13219000500,13219,"5","みのわだ・きたくぼいせき","箕和田・北久保遺跡","狛江市 西野川二丁目 和泉本町三丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[近世]溝状遺構 墓地","縄文土器 弥生土器 土師器 須恵器 陶磁器 鉄製品 銅製品 煙管 銭貨",139.5741074,35.64335636,TRUE
13219000600,13219,"6","がくとうほんむらいせき","覚東本村遺跡","狛江市 西野川一丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地","","土師器 陶器",139.5765449,35.64579761,TRUE
13219000700,13219,"7","こあだちなかむらきたいせき","小足立中村北遺跡","狛江市 東野川二丁目 東野川三丁目 西野川一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","集落","[奈良時代][平安時代]住居 [近世]建物 竪穴状遺構 土坑 井戸 溝 集石","縄文土器 石斧 石鏃 砥石 土師器 須恵器 陶磁器 硯 釘 木製品 銭貨",139.579485,35.64655751,TRUE
13219000800,13219,"8","こあだちなかむらみなみいせき","小足立中村南遺跡","狛江市 東野川二丁目 西野川一丁目","[弥生時代][古墳時代][奈良時代][平安時代]","集落","[平安時代]住居 掘立柱建物","弥生土器 土師器 須恵器",139.5789486,35.64439529,TRUE
13219001000,13219,"10","みつおさひがしいせき","三長東遺跡","狛江市 東野川三丁目 東野川四丁目","[古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居 [時代不明]溝","土師器 須恵器 磁器 擂鉢 ホウロク カワラケ",139.5850765,35.64468162,TRUE
13219001100,13219,"11","がくとうみしまにしいせき","覚東三島西遺跡","狛江市 東野川一丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.580991,35.64324475,TRUE
