"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","J"
13220005800,13220,"58","たまこだい36いせき","多摩湖第36遺跡","東大和市 多摩湖二丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","[縄文時代]土坑　[近世]墓壙","尖頭器　刃器　縄文土器　打斧　石鏃　石皿　磨石　土師器　須恵器",139.4237593,35.76505358,TRUE
13220005900,13220,"59","","東大和市No.59遺跡","東大和市 芋窪四丁目","[縄文時代]","包蔵地","","縄文土器",139.4121893,35.75229363,TRUE
13220006000,13220,"60","めぐりだやつひがしいせき","廻田谷ツ東遺跡","東大和市 湖畔一丁目","[縄文時代][奈良時代][平安時代][近代]","包蔵地・その他（炭焼窯）","近世根切溝　近代炭焼窯　溝","縄文土器　打斧　土師器　須恵器　近代陶磁器　金属製品",139.4326857,35.75925892,TRUE
13220006100,13220,"61","","東大和市No.61遺跡","東大和市 高木三丁目","[縄文時代（前期〜中期）]","包蔵地","","縄文土器",139.4362906,35.7480863,TRUE
13220006200,13220,"62","","東大和市No.62遺跡","東大和市 狭山五丁目","[縄文時代（前期〜中期）]","包蔵地","","縄文土器",139.4380415,35.74741756,TRUE
13220006300,13220,"63","","東大和市No.63遺跡","東大和市 狭山五丁目","[縄文時代]","包蔵地","","縄文土器　石匙?",139.4394835,35.7470832,TRUE
13220006400,13220,"64","","東大和市No.64遺跡","東大和市 高木二丁目","[縄文時代][平安時代]","包蔵地","","縄文土器　土師器",139.435089,35.75117913,TRUE
13220006500,13220,"65","","東大和市No.65遺跡","東大和市 狭山五丁目","[縄文時代][平安時代]","包蔵地","","縄文土器　剥片　土師器",139.4413374,35.74998102,TRUE
13220006600,13220,"66","","東大和市No.66遺跡","東大和市 清水四丁目","[縄文時代][平安時代]","包蔵地","","縄文土器　土師器",139.4461783,35.75059401,TRUE
13220006700,13220,"67","","東大和市No.67遺跡","東大和市 清水四丁目","[旧石器時代][縄文時代][平安時代]","包蔵地","","石核　縄文土器　土師器",139.445938,35.75115127,TRUE
13220006900,13220,"69","うえのだいいせき","上ノ台遺跡","東大和市 清水二丁目","[旧石器時代][縄文時代（中期）][平安時代][近世]","集落","[旧石器時代]炉　[縄文時代]敷石住居　[平安時代]住居","ナイフ形石器　尖頭器　斧形石器　縄文土器　打斧　石鏃　石棒　土師器　陶磁器",139.4436034,35.75254439,TRUE
13220007100,13220,"71","くまのいせき","熊野遺跡","東大和市 蔵敷一丁目","[縄文時代]","包蔵地","","打斧",139.4192961,35.75755945,TRUE
13220007200,13220,"72","","東大和市No.72遺跡","東大和市 狭山四丁目","[縄文時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4386252,35.75184783,TRUE
13220007400,13220,"74","","東大和市No.74遺跡","東大和市 狭山三丁目","[縄文時代]","包蔵地","","",139.4355696,35.75510768,TRUE
13220007500,13220,"75","たまこだい33いせき","多摩湖第33遺跡","東大和市 多摩湖一丁目","[旧石器時代?][縄文時代][奈良時代][平安時代][近世]","包蔵地","","剥片　縄文土器　土師器　須恵器　砥石　銭貨",139.4380759,35.76731004,TRUE
13220007600,13220,"76","しみずかみすなだいいせき","清水上砂台遺跡","東大和市 清水五丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]礫群　[縄文時代]集石","剥片　縄文土器",139.4444617,35.74858785,TRUE
13221000100,13221,"1","のしおそとやまいせき","野塩外山遺跡","清瀬市 野塩三丁目","[縄文時代（前期〜中期）][平安時代]","包蔵地","","縄文土器　打斧　石鏃　石皿　凹石　石棒　土師器　須恵器",139.5075661,35.7782705,TRUE
13221000200,13221,"2","のしおまえはらいせき","野塩前原遺跡","清瀬市 野塩四丁目","[縄文時代（前期〜中期）][平安時代]","集落","[縄文時代]住居","縄文土器　打斧　磨斧　石鏃　土錘　耳栓　土師器　須恵器",139.5067765,35.77517873,TRUE
13221000300,13221,"3","","清瀬市No.3遺跡","清瀬市 野塩四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5043732,35.77459378,TRUE
13221000400,13221,"4","","清瀬市No.4遺跡","清瀬市 野塩四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5043389,35.77570796,TRUE
13221000500,13221,"5","","清瀬市No.5遺跡","清瀬市 野塩四丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.502691,35.77556869,TRUE
13221000600,13221,"6","","清瀬市No.6遺跡","清瀬市 野塩一丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　須恵器",139.5045792,35.77907824,TRUE
13221000900,13221,"9","","清瀬市No.9遺跡","清瀬市 野塩四丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器",139.501146,35.77520658,TRUE
13221001200,13221,"12","","清瀬市No.12遺跡","清瀬市 野塩一丁目","[旧石器時代][縄文時代（中期）][平安時代]","包蔵地","","掻器　縄文土器　打斧　土師器　須恵器",139.4990861,35.77980242,TRUE
13221001300,13221,"13","のしおにしはらいせき","野塩西原遺跡","清瀬市 野塩一丁目","[旧石器時代][縄文時代（中期）][平安時代]","集落","[平安時代]住居","ナイフ形石器　縄文土器　打斧　焼礫　土師器　須恵器　鉄鏃",139.4991891,35.77849333,TRUE
13221001400,13221,"14","のしおにしはらいせき","野塩西原遺跡","清瀬市 野塩一丁目","[縄文時代（中期）][平安時代]","集落","[平安時代]住居　掘立柱建物　円形小竪穴遺構","縄文土器　石鏃　土師器　須恵器　陶器（緑釉）　刀子　釘　鉄鏃　紡錘車　土錘　鞴羽口　土製品",139.5006654,35.7791618,TRUE
13221001600,13221,"16","のしおにしはらいせき","野塩西原遺跡","清瀬市 野塩一丁目","[縄文時代（前期〜後期）][弥生時代][古墳時代][平安時代]","集落","[平安時代]住居","縄文土器　打斧　弥生土器　土師器　須恵器　陶器（灰釉・緑釉）　刀子　鉄鏃　土錘",139.4997041,35.77913395,TRUE
13221001700,13221,"17","","清瀬市No.17遺跡","清瀬市 野塩一丁目","[縄文時代（前期）][平安時代]","包蔵地","","縄文土器　土師器",139.5024506,35.77996953,TRUE
13221001800,13221,"18","","清瀬市No.18遺跡","清瀬市 野塩一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5045449,35.78035947,TRUE
13221001900,13221,"19","","清瀬市No.19遺跡","清瀬市 梅園一丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打斧",139.5091798,35.77350745,TRUE
13221002000,13221,"20","のびどめのしおいせき","野火止野塩遺跡","清瀬市 梅園二丁目","[旧石器時代][縄文時代（早期・中期）][平安時代]","集落","[縄文時代]集石　炉　炉穴群　土坑　配石","剥片　縄文土器　打斧　礫器　石鏃　掻器　石皿　磨石　凹石　土師器　須恵器　陶器(灰釉）　釘",139.5039269,35.7735353,TRUE
13221002100,13221,"21","","清瀬市No.21遺跡","清瀬市 野塩三丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器",139.4981591,35.77286678,TRUE
13221002200,13221,"22","","清瀬市No.22遺跡","清瀬市 中里六丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　打斧　焼礫　土師器　須恵器",139.5289552,35.79027436,TRUE
13221002300,13221,"23","","清瀬市No.23遺跡","清瀬市 中里六丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器",139.5312211,35.79155541,TRUE
13221002500,13221,"25","","清瀬市No.25遺跡","清瀬市 中里五丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.5272385,35.7876008,TRUE
13221002600,13221,"26","","清瀬市No.26遺跡","清瀬市 中里五丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器",139.5283372,35.78790715,TRUE
13221002700,13221,"27","","清瀬市No.27遺跡","清瀬市 中里五丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　打斧　土師器　須恵器",139.5251099,35.78729445,TRUE
13221002800,13221,"28","","清瀬市No.28遺跡","清瀬市 中里五丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.523256,35.78662604,TRUE
13221002900,13221,"29","かなやまどういせき","金山道遺跡","清瀬市 中里四丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　打斧　焼礫　土師器　須恵器",139.5191018,35.78645894,TRUE
13221003000,13221,"30","","清瀬市No.30遺跡","清瀬市 中里三丁目","[縄文時代（前期〜中期）][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.5214364,35.78623614,TRUE
13221003100,13221,"31","","清瀬市No.31遺跡","清瀬市 中里三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5231873,35.78542847,TRUE
13221003400,13221,"34","","清瀬市No.34遺跡","清瀬市 中里三丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器",139.5194794,35.78431443,TRUE
13221003600,13221,"36","","清瀬市No.36遺跡","清瀬市 中里三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5183808,35.78392452,TRUE
13221003800,13221,"38","","清瀬市No.38遺跡","清瀬市 中里三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5163895,35.78225342,TRUE
13221004200,13221,"42","なかざととうこういんいせき","中里東光院遺跡","清瀬市 中里二丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","ナイフ形石器　剥片　縄文土器　打斧",139.5138833,35.78303327,TRUE
13221004300,13221,"43","","清瀬市No.43遺跡","清瀬市 中里二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.510656,35.7812229,TRUE
13221004400,13221,"44","","清瀬市No.44遺跡","清瀬市 中里二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　焼礫",139.5116517,35.78150142,TRUE
13221004500,13221,"45","","清瀬市No.45遺跡","清瀬市 中里一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5153939,35.78152927,TRUE
13221004900,13221,"49","","清瀬市No.49遺跡","清瀬市 下宿一丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器",139.533899,35.79484148,TRUE
13221005000,13221,"50","","清瀬市No.50遺跡","清瀬市 下宿一丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　焼礫　土師器　須恵器",139.5349976,35.79453515,TRUE
13221005200,13221,"52","","清瀬市No.52遺跡","清瀬市 下宿二丁目","[縄文時代（前期）][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.5346126,35.79644974,TRUE
13221005300,13221,"53","","清瀬市No.53遺跡","清瀬市 下宿二丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.5345783,35.79686744,TRUE
13221005500,13221,"55","","清瀬市No.55遺跡","清瀬市 下宿二丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.5373592,35.79709021,TRUE
13221005800,13221,"58","きよとしたじゅくいせき","清戸下宿遺跡","清瀬市 下宿二丁目　 下宿三丁目","[縄文時代（前期〜中期）][平安時代][中世]","集落","[平安時代]住居　[中世]竪穴　配石　井戸","縄文土器　石鏃　土師器　須恵器　陶器　カワラケ　擂鉢　石臼　板碑　五輪塔　銭貨(永楽通宝・聖宋元宝）",139.5397281,35.79912996,TRUE
13221006200,13221,"62","したじゅくこわしみずいせき","下宿強清水遺跡","清瀬市 旭ヶ丘六丁目　 下宿三丁目","[旧石器時代][縄文時代（早期〜中期・晩期）][中世]","集落・城館？","[旧石器時代]礫群　[縄文時代]住居　炉穴　土坑　[中世]溝","ナイフ形石器　尖頭器　石刃　掻器　彫器　錐　石核　縄文土器　石鏃　石皿",139.5468006,35.80226953,TRUE
13221006300,13221,"63","","清瀬市No.63遺跡","清瀬市 竹丘二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　焼礫",139.5061414,35.76214878,TRUE
13221006500,13221,"65","いせいせき","伊勢遺跡","清瀬市 中清戸二丁目","[旧石器時代][縄文時代（早期・中期）][近世]","集落","[縄文時代]土坑　[近世]炭　窯","ナイフ形石器　石核　剥片　縄文土器　打斧　石鏃　土師器　須恵器　陶磁器　泥面子",139.5333497,35.77813123,TRUE
13221006600,13221,"66","","清瀬市No.66遺跡","清瀬市 中清戸五丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.533899,35.77723992,TRUE
13221006900,13221,"69","","清瀬市No.69遺跡","清瀬市 中清戸一丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打斧　焼礫",139.5292298,35.77629289,TRUE
13221007000,13221,"70","","清瀬市No.70遺跡","清瀬市 中清戸一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5260369,35.77832621,TRUE
13221007100,13221,"71","","清瀬市No.71遺跡","清瀬市 中清戸一丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器",139.5281312,35.77542942,TRUE
13221007200,13221,"72","","清瀬市No.72遺跡","清瀬市 下清戸三丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器",139.5422417,35.78462079,TRUE
13221007700,13221,"77","したじゅくうちやまいせき","下宿内山遺跡","清瀬市 下宿三丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]竪穴状遺構　集石　土坑　[弥生時代]住居　[奈良時代][平安時代]住居　ピット群　[中世]掘立柱建物　井戸　地下式土坑　[近世]竪穴状遺構　土坑　集石　農道　河道","尖頭器　剥片　縄文土器　土師器　須恵器　鉄製品　陶磁器　板碑　木製品",139.5415821,35.80458062,TRUE
13222000100,13222,"1","","東久留米市No.1遺跡","東久留米市 下里一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5095564,35.7533453,TRUE
13222000200,13222,"2","みやまえきいせき","宮前遺跡","東久留米市 下里二丁目","［旧石器時代］[縄文時代（中期）]","集落","[縄文時代]住居　土坑","縄文土器　石器",139.5024206,35.75430546,TRUE
13222000300,13222,"3","しんやまいせき","新山遺跡","東久留米市 下里三丁目","［旧石器時代］[縄文時代（中期）][平安時代]","集落","[縄文時代]住居跡　土坑　配石　[平安時代]住居跡　[時代不明]窯状遺構","ナイフ形石器　剥片　縄文土器　打斧　磨斧　石鏃　石錐　石皿　磨石　凹石　土製円板　土師器",139.4993307,35.75227153,TRUE
13222000400,13222,"4","にししもさといせき","西下里遺跡","東久留米市 下里四丁目","[旧石器時代][縄文時代（早期）]","包蔵地","","ナイフ形石器　台形石器　縄文土器",139.4959318,35.75645078,TRUE
13222000500,13222,"5","","東久留米市No.5遺跡","東久留米市 下里五丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","ナイフ形石器　縄文土器",139.5022833,35.75628362,TRUE
13222000600,13222,"6","さかしたいせき","坂下遺跡","東久留米市 下里七丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","ナイフ形石器　石刃　縄文土器",139.5034796,35.76008762,TRUE
13222000700,13222,"7","しもざとほんむらいせき","下里本邑遺跡","東久留米市 野火止三丁目","[旧石器時代][縄文時代（早期〜中期）][弥生時代][奈良時代][平安時代]［近世］","集落","[旧石器時代]石器礫群　[縄文時代]住居跡　土坑　[弥生時代]土坑　方形周溝墓　[奈良時代]住居　[平安時代]住居","ナイフ形石器　尖頭器　細石刃　細石刃核　局部磨斧　礫器　細石器　縄文土器　弥生土器　土師器",139.5090758,35.76109056,TRUE
13222000800,13222,"8","しんめいやまいせき","神明山遺跡","東久留米市 中央町二丁目","[旧石器時代][縄文時代（中期）]","包蔵地","[旧石器時代]礫群","ナイフ形石器　石刃　礫器　縄文土器",139.521661,35.75451382,TRUE
13222000900,13222,"9","","東久留米市No.9遺跡","東久留米市 中央町五丁目","[旧石器時代][縄文時代（前期〜中期）]","包蔵地","","尖頭器　縄文土器",139.5184121,35.75197301,TRUE
13222001000,13222,"10","だいいちしょうがっこういせき","第一小学校遺跡","東久留米市 中央町六丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]礫群　[縄文時代]住居　土坑","ナイフ形石器　石錘　縄文土器　石器",139.5169575,35.75376155,TRUE
13222001100,13222,"11","こやまだいいせき","小山台遺跡","東久留米市 小山一丁目　 小山二丁目　 小山三丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代]","集落","[縄文時代]住居","ナイフ形石器　縄文土器　打斧　弥生土器",139.5272526,35.76481261,TRUE
13222001200,13222,"12","","東久留米市No.12遺跡","東久留米市 氷川台一丁目","[旧石器時代][縄文時代（早期〜前期）]","包蔵地","","ナイフ形石器　縄文土器",139.5345311,35.76651193,TRUE
13222001300,13222,"13","","東久留米市No.13遺跡","東久留米市 金山町一丁目　 氷川台二丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","礫器　縄文土器",139.535355,35.76704122,TRUE
13222001400,13222,"14","じゆうがくえんみなみいせき","自由学園南遺跡","東久留米市 学園町一丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]ブロック　礫群　[縄文時代]住居　集石　炉穴　土坑　ピット　柄鏡形遺構","ナイフ形石器　尖頭器　角錐状石器　台形石器　楔形石器　掻器　削器　彫器　石錐　石斧　礫器　敲石　磨石　石核　剥片　縄文土器　打斧　有茎尖頭器　石鏃　石棒",139.5383028,35.75328621,TRUE
13222001500,13222,"15","じゆうがくえんきたいせき","自由学園北遺跡","東久留米市 学園町一丁目","[旧石器時代][縄文時代（早期〜後期）]","集落","[旧石器時代]礫群","ナイフ形石器　尖頭器　縄文土器",139.5378431,35.75457837,TRUE
13222001600,13222,"16","","東久留米市No.16遺跡","東久留米市 本町四丁目","[旧石器時代][縄文時代]","包蔵地","","尖頭器　縄文土器",139.5298211,35.75698457,TRUE
13222001700,13222,"17","","東久留米市No.17遺跡","東久留米市 浅間町一丁目","[旧石器時代][縄文時代（早期〜中期）]","包蔵地","","縄文土器",139.5384954,35.75733662,TRUE
13222001800,13222,"18","さんかくやまいせき","三角山遺跡","東久留米市 浅間町二丁目","[旧石器時代][縄文時代（早期〜後期）]","集落","[旧石器時代]礫群","ナイフ形石器　尖頭器　縄文土器　有茎尖頭器",139.5435883,35.76018849,TRUE
13222001900,13222,"19","","東久留米市No.19遺跡","東久留米市 浅間町二丁目","[縄文時代（早期〜中期）]","包蔵地","","縄文土器",139.5445497,35.76088498,TRUE
13222002000,13222,"20","かわにしいせき","川西遺跡","東久留米市 浅間町三丁目","[縄文時代（早期〜中期）]","集落","[縄文時代]住居","縄文土器　石鏃",139.5454766,35.7583776,TRUE
13222002100,13222,"21","","東久留米市No.21遺跡","東久留米市 柳窪一丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","尖頭器　削器　縄文土器",139.4967558,35.75009824,TRUE
13222002200,13222,"22","やなぎくぼいせき","柳窪遺跡","東久留米市 柳窪二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4961378,35.74527777,TRUE
13222002300,13222,"23","","東久留米市No.23遺跡","東久留米市 柳窪五丁目","[旧石器時代][縄文時代（前期）]","包蔵地","","ナイフ形石器　縄文土器",139.4942495,35.7508784,TRUE
13222002400,13222,"24","じとうやまいせき","地頭山遺跡","東久留米市 南沢二丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]礫群　[縄文時代]住居","尖頭器　縄文土器",139.5318103,35.751165,TRUE
13222002500,13222,"25","","東久留米市No.25遺跡","東久留米市 南沢二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5313983,35.74979971,TRUE
13222002600,13222,"26","ひかわだいみょうじんしゃまえいせき","氷川大明神社前遺跡","東久留米市 南沢三丁目","[縄文時代（早期〜前期）]","包蔵地","","縄文土器",139.5281625,35.75325468,TRUE
13222002700,13222,"27","","東久留米市No.27遺跡","東久留米市 南沢三丁目","[縄文時代（早期〜前期）]","包蔵地","","縄文土器",139.5260339,35.75328254,TRUE
13222002800,13222,"28","たかやなぎいせき","高柳遺跡","東久留米市 南沢三丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","ナイフ形石器　石刃　縄文土器",139.5259309,35.75158294,TRUE
13222002900,13222,"29","はちまんじんじゃいせき","八幡神社遺跡","東久留米市 南沢三丁目","[縄文時代（前期〜後期）]","包蔵地","","縄文土器",139.5288492,35.75233523,TRUE
13222003000,13222,"30","かさまつざかいせき","笠松坂遺跡","東久留米市 南沢三丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","ナイフ形石器　石刃　縄文土器",139.5306001,35.75021766,TRUE
13222003100,13222,"31","","東久留米市No.31遺跡","東久留米市 南沢一丁目　 学園町一丁目","[縄文時代（早期・中期）][弥生時代]","包蔵地","","縄文土器　弥生土器",139.5367445,35.75661224,TRUE
13222003200,13222,"32","","東久留米市No.32遺跡","東久留米市 下里二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5042059,35.75514131,TRUE
13222003300,13222,"33","なかまるまえいせき","中丸前遺跡","東久留米市 中央町一丁目","[縄文時代（早期〜中期）]","包蔵地","[縄文時代]集石　土坑","縄文土器　磨斧　礫器　石鏃　磨石　スタンプ形石器",139.5251519,35.75511788,TRUE
13222003400,13222,"34","","東久留米市No.34遺跡","東久留米市 幸町三丁目　 幸町四丁目","[旧石器時代][縄文時代（早期〜中期）]","包蔵地","","尖頭器　縄文土器",139.5182621,35.75841435,TRUE
13222003500,13222,"35","","東久留米市No.35遺跡","東久留米市 幸町二丁目","[旧石器時代][縄文時代（早期・中期〜後期）]","包蔵地","","縄文土器",139.52067,35.75983897,TRUE
13222003600,13222,"36","","東久留米市No.36遺跡","東久留米市 幸町三丁目","[旧石器時代][縄文時代（早期）]","包蔵地","","剥片　縄文土器",139.5230343,35.75897155,TRUE
13222003700,13222,"37","こやまごちょうめいせき","小山五丁目遺跡","東久留米市 小山五丁目","[旧石器時代][縄文時代（中期）]","包蔵地","[旧石器時代]礫群","ナイフ形石器　縄文土器",139.5182232,35.76400472,TRUE
13222003800,13222,"38","","東久留米市No.38遺跡","東久留米市 氷川台一丁目","[旧石器時代][縄文時代（前期）]","包蔵地","","剥片　縄文土器",139.5330204,35.76665122,TRUE
13222003900,13222,"39","","東久留米市No.39遺跡","東久留米市 金山町二丁目","[旧石器時代][縄文時代（早期〜中期）]","包蔵地","","剥片　縄文土器",139.5421185,35.76823907,TRUE
13222004000,13222,"40","","東久留米市No.40遺跡","東久留米市 南沢一丁目","[旧石器時代][縄文時代（早期〜中期）]","包蔵地","","剥片　縄文土器",139.5342136,35.75356116,TRUE
13222004100,13222,"41","","東久留米市No.41遺跡","東久留米市 南沢四丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","ナイフ形石器　縄文土器",139.5299821,35.74929817,TRUE
13222004200,13222,"42","","東久留米市No.42遺跡","東久留米市 南沢二丁目","[縄文時代（早期・中期）][弥生時代]","包蔵地","","縄文土器　打斧　剥片　弥生土器",139.5335956,35.75186156,TRUE
13222004300,13222,"43","","東久留米市No.43遺跡","東久留米市 浅間町三丁目","[縄文時代（前期）]","包蔵地","","縄文土器",139.5406701,35.75450493,TRUE
13222004400,13222,"44","しんばしみなみいせき","新橋南遺跡","東久留米市 新川町一丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石鏃　石錐",139.5381295,35.75885122,TRUE
13222004600,13222,"46","","東久留米市No.46遺跡","東久留米市 柳窪四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4878637,35.74878866,TRUE
13222004700,13222,"47","","東久留米市No.47遺跡","東久留米市 柳窪五丁目","[縄文時代（早期・中期）]","包蔵地","","縄文土器",139.4921209,35.75151924,TRUE
13222004800,13222,"48","","東久留米市No.48遺跡","東久留米市 滝山六丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5030729,35.7476741,TRUE
13222005000,13222,"50","","東久留米市No.50遺跡","東久留米市 柳窪四丁目","[縄文時代]","包蔵地","","縄文土器",139.4895117,35.74530563,TRUE
13222005100,13222,"51","","東久留米市No.51遺跡","東久留米市 柳窪二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4919836,35.74692177,TRUE
13222005200,13222,"52","","東久留米市No.52遺跡","東久留米市 柳窪二丁目","[縄文時代]","包蔵地","","縄文土器",139.4934942,35.74630876,TRUE
13222005300,13222,"53","","東久留米市No.53遺跡","東久留米市 柳窪二丁目","[縄文時代]","包蔵地","","縄文土器",139.4958288,35.74694964,TRUE
13222005400,13222,"54","","東久留米市No.54遺跡","東久留米市 柳窪四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4877264,35.7477577,TRUE
13222005500,13222,"55","","東久留米市No.55遺跡","東久留米市 柳窪四丁目","[縄文時代]","包蔵地","","縄文土器",139.48934,35.74814779,TRUE
13222005600,13222,"56","","東久留米市No.56遺跡","東久留米市 柳窪四丁目","[縄文時代（早期・中期）]","包蔵地","","縄文土器",139.4892027,35.74951311,TRUE
13222005700,13222,"57","","東久留米市No.57遺跡","東久留米市 柳窪四丁目","[縄文時代]","包蔵地","","打斧",139.4899237,35.75082267,TRUE
13222005800,13222,"58","","東久留米市No.58遺跡","東久留米市 下里五丁目","[縄文時代]","包蔵地","","縄文土器",139.500498,35.75653436,TRUE
13222005900,13222,"59","","東久留米市No.59遺跡","東久留米市 下里七丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5060202,35.75847175,TRUE
13222006200,13222,"62","","東久留米市No.62遺跡","東久留米市 小山五丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5191845,35.76573192,TRUE
13222006300,13222,"63","","東久留米市No.63遺跡","東久留米市 小山五丁目","[縄文時代]","包蔵地","","縄文土器",139.5198025,35.76497976,TRUE
13222006400,13222,"64","","東久留米市No.64遺跡","東久留米市 小山四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5206265,35.76589906,TRUE
13222006500,13222,"65","","東久留米市No.65遺跡","東久留米市 小山四丁目","[縄文時代（前期）]","包蔵地","","縄文土器",139.5211071,35.7651469,TRUE
13222006600,13222,"66","","東久留米市No.66遺跡","東久留米市 小山三丁目　 小山四丁目","[縄文時代]","包蔵地","","縄文土器",139.5227551,35.76478475,TRUE
13222006700,13222,"67","","東久留米市No.67遺跡","東久留米市 小山四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5221714,35.7634197,TRUE
13222006800,13222,"68","","東久留米市No.68遺跡","東久留米市 小山三丁目","[縄文時代]","包蔵地","","縄文土器",139.5237164,35.76754265,TRUE
13222006900,13222,"69","","東久留米市No.69遺跡","東久留米市 小山三丁目","[縄文時代]","包蔵地","","縄文土器",139.5241284,35.76656764,TRUE
13222007000,13222,"70","","東久留米市No.70遺跡","東久留米市 小山一丁目","[縄文時代]","包蔵地","","縄文土器",139.5266346,35.76701336,TRUE
13222007100,13222,"71","","東久留米市No.71遺跡","東久留米市 神宝町二丁目","[縄文時代]","包蔵地","","縄文土器",139.5460667,35.76829478,TRUE
13222007200,13222,"72","","東久留米市No.72遺跡","東久留米市 神宝町二丁目","[縄文時代]","包蔵地","","縄文土器",139.546265,35.767365,TRUE
13222007300,13222,"73","きたうらいせき","北浦遺跡","東久留米市 八幡町二丁目","[縄文時代（早期・中期）]","集落","[縄文時代]炉穴状遺構","縄文土器　打斧　石鏃",139.511533,35.75339935,TRUE
13222007400,13222,"74","かみじゅくいせき","上宿遺跡","東久留米市 八幡町二丁目","[縄文時代（前期）]","包蔵地","","縄文土器　石皿　剥片",139.5131809,35.75590689,TRUE
13222007500,13222,"75","","東久留米市No.75遺跡","東久留米市 幸町四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5160992,35.75599047,TRUE
13222007600,13222,"76","","東久留米市No.76遺跡","東久留米市 幸町二丁目","[縄文時代]","包蔵地","","縄文土器",139.5161225,35.75690099,TRUE
13222007700,13222,"77","","東久留米市No.77遺跡","東久留米市 幸町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.520631,35.75835863,TRUE
